model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0.001,0.0001,1.0,1.0,1.0,,0.0001,400,0,0.3,Adam,"[0.0469, 0.0026]","[0.0427, 0.0021]","[0.0396, 0.0019]","[0.0532, 0.0034]","[0.0298, 0.0012]","[0.1245, 0.0042]","[0.0378, 0.0018]","[0.0326, 0.0014]","[0.0291, 0.0012]","[0.0464, 0.0026]","[0.0196, 0.0007]","[0.0465, 0.0031]","[0.1036, 0.0052]","[0.1332, 0.0058]","[0.1569, 0.0063]","[0.0657, 0.0042]","[0.2566, 0.0076]"
S-E-CDE-VAE,200,0.001,0.0001,1.0,1.0,1.0,,0.0005,400,0,0.3,Adam,"[0.0404, 0.0024]","[0.037, 0.002]","[0.0344, 0.0017]","[0.0459, 0.0032]","[0.0261, 0.0011]","[0.1088, 0.004]","[0.0326, 0.0016]","[0.0287, 0.0013]","[0.0255, 0.0011]","[0.0403, 0.0024]","[0.0173, 0.0007]","[0.041, 0.0029]","[0.0894, 0.0049]","[0.1169, 0.0055]","[0.1373, 0.0059]","[0.0563, 0.0039]","[0.2254, 0.0073]"
S-E-CDE-VAE,200,0.001,0.001,1.0,1.0,1.0,,0.0001,400,0,0.3,Adam,"[0.0475, 0.0026]","[0.0435, 0.0021]","[0.0405, 0.0019]","[0.0536, 0.0034]","[0.0304, 0.0012]","[0.1261, 0.0042]","[0.0382, 0.0018]","[0.0338, 0.0014]","[0.03, 0.0012]","[0.0473, 0.0026]","[0.0198, 0.0007]","[0.0473, 0.0031]","[0.1053, 0.0053]","[0.1385, 0.0059]","[0.161, 0.0063]","[0.0669, 0.0042]","[0.2583, 0.0076]"
S-E-CDE-VAE,200,0.001,0.001,1.0,1.0,1.0,,0.0005,400,0,0.3,Adam,"[0.0389, 0.0023]","[0.0356, 0.0019]","[0.0332, 0.0017]","[0.0443, 0.0032]","[0.0254, 0.0011]","[0.1065, 0.0039]","[0.0312, 0.0016]","[0.0277, 0.0013]","[0.0251, 0.0011]","[0.0384, 0.0024]","[0.0171, 0.0007]","[0.0398, 0.0029]","[0.0852, 0.0048]","[0.1123, 0.0054]","[0.1339, 0.0059]","[0.0533, 0.0038]","[0.2235, 0.0073]"
S-E-CDE-VAE,200,0.001,0.01,1.0,1.0,1.0,,0.0001,400,0,0.3,Adam,"[0.0482, 0.0026]","[0.0441, 0.0022]","[0.0409, 0.0019]","[0.0547, 0.0035]","[0.0305, 0.0012]","[0.1265, 0.0042]","[0.039, 0.0018]","[0.0338, 0.0014]","[0.0298, 0.0012]","[0.0478, 0.0026]","[0.0199, 0.0007]","[0.0482, 0.0031]","[0.1072, 0.0053]","[0.1372, 0.0059]","[0.1596, 0.0063]","[0.0664, 0.0042]","[0.2579, 0.0076]"
S-E-CDE-VAE,200,0.001,0.01,1.0,1.0,1.0,,0.0005,400,0,0.3,Adam,"[0.0409, 0.0024]","[0.0374, 0.002]","[0.0347, 0.0017]","[0.0465, 0.0032]","[0.0265, 0.0011]","[0.1107, 0.004]","[0.0326, 0.0016]","[0.0288, 0.0013]","[0.0259, 0.0011]","[0.0406, 0.0024]","[0.0177, 0.0007]","[0.041, 0.0029]","[0.0896, 0.0049]","[0.1169, 0.0055]","[0.1392, 0.006]","[0.0568, 0.0039]","[0.2301, 0.0073]"
