model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.4,Adam,"[0.0545, 0.0027]","[0.0493, 0.0023]","[0.0456, 0.002]","[0.0619, 0.0037]","[0.0337, 0.0013]","[0.1408, 0.0045]","[0.0433, 0.0019]","[0.0368, 0.0015]","[0.0326, 0.0012]","[0.0538, 0.0028]","[0.0215, 0.0007]","[0.0551, 0.0034]","[0.1209, 0.0056]","[0.1523, 0.0063]","[0.1778, 0.0067]","[0.0767, 0.0045]","[0.2837, 0.0079]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.4,Adam,"[0.0536, 0.0027]","[0.0483, 0.0023]","[0.0444, 0.002]","[0.0614, 0.0037]","[0.0324, 0.0012]","[0.1369, 0.0045]","[0.0419, 0.0018]","[0.0356, 0.0014]","[0.0311, 0.0012]","[0.0532, 0.0028]","[0.0202, 0.0007]","[0.0539, 0.0033]","[0.1198, 0.0056]","[0.1503, 0.0062]","[0.1729, 0.0066]","[0.0771, 0.0046]","[0.2712, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.4,Adam,"[0.0542, 0.0027]","[0.0492, 0.0023]","[0.0455, 0.002]","[0.0616, 0.0037]","[0.0337, 0.0013]","[0.1408, 0.0045]","[0.0432, 0.0019]","[0.0372, 0.0015]","[0.0327, 0.0012]","[0.0538, 0.0028]","[0.0215, 0.0007]","[0.0549, 0.0034]","[0.1208, 0.0056]","[0.1546, 0.0062]","[0.1799, 0.0067]","[0.0763, 0.0045]","[0.2833, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.4,Adam,"[0.0532, 0.0027]","[0.0482, 0.0022]","[0.0444, 0.002]","[0.0605, 0.0036]","[0.0324, 0.0012]","[0.1356, 0.0045]","[0.0423, 0.0018]","[0.0358, 0.0014]","[0.0314, 0.0012]","[0.0527, 0.0028]","[0.0201, 0.0007]","[0.054, 0.0034]","[0.1182, 0.0056]","[0.1505, 0.0063]","[0.1744, 0.0067]","[0.0756, 0.0045]","[0.2685, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.4,Adam,"[0.0524, 0.0026]","[0.0478, 0.0022]","[0.0442, 0.0019]","[0.0589, 0.0035]","[0.0329, 0.0012]","[0.1376, 0.0044]","[0.0423, 0.0018]","[0.0362, 0.0015]","[0.0319, 0.0012]","[0.0531, 0.0027]","[0.0212, 0.0007]","[0.0538, 0.0034]","[0.1197, 0.0056]","[0.1496, 0.0061]","[0.1749, 0.0065]","[0.0759, 0.0045]","[0.2795, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.4,Adam,"[0.0528, 0.0027]","[0.0473, 0.0022]","[0.0435, 0.0019]","[0.061, 0.0037]","[0.0317, 0.0012]","[0.1348, 0.0045]","[0.0405, 0.0018]","[0.0343, 0.0014]","[0.0304, 0.0012]","[0.0522, 0.0027]","[0.0198, 0.0007]","[0.053, 0.0033]","[0.116, 0.0056]","[0.1458, 0.0062]","[0.1698, 0.0066]","[0.0761, 0.0045]","[0.2681, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.4,Adam,"[0.0454, 0.0025]","[0.0416, 0.0021]","[0.0387, 0.0018]","[0.051, 0.0033]","[0.0292, 0.0012]","[0.1214, 0.0041]","[0.0367, 0.0017]","[0.0323, 0.0014]","[0.0288, 0.0012]","[0.0453, 0.0025]","[0.0191, 0.0007]","[0.0455, 0.0031]","[0.1029, 0.0052]","[0.1324, 0.0058]","[0.1557, 0.0062]","[0.0643, 0.0042]","[0.2501, 0.0075]"
