model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.5,Adam,"[0.0526, 0.0027]","[0.048, 0.0022]","[0.0444, 0.002]","[0.0594, 0.0036]","[0.0331, 0.0013]","[0.1383, 0.0044]","[0.0423, 0.0019]","[0.0364, 0.0015]","[0.0323, 0.0012]","[0.0531, 0.0028]","[0.0214, 0.0007]","[0.0529, 0.0033]","[0.1168, 0.0055]","[0.1505, 0.0062]","[0.1762, 0.0066]","[0.0762, 0.0046]","[0.2812, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.5,Adam,"[0.053, 0.0027]","[0.0478, 0.0022]","[0.0439, 0.0019]","[0.0607, 0.0037]","[0.032, 0.0012]","[0.1347, 0.0045]","[0.0416, 0.0018]","[0.035, 0.0014]","[0.0306, 0.0012]","[0.0521, 0.0027]","[0.0198, 0.0007]","[0.0524, 0.0033]","[0.1182, 0.0056]","[0.1482, 0.0062]","[0.1715, 0.0066]","[0.076, 0.0045]","[0.267, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.5,Adam,"[0.0472, 0.0026]","[0.0426, 0.0021]","[0.0392, 0.0018]","[0.0538, 0.0035]","[0.0291, 0.0012]","[0.1223, 0.0043]","[0.0371, 0.0017]","[0.0315, 0.0013]","[0.0278, 0.0011]","[0.0474, 0.0026]","[0.0186, 0.0007]","[0.0477, 0.0032]","[0.1038, 0.0053]","[0.1312, 0.0059]","[0.1521, 0.0063]","[0.0674, 0.0042]","[0.2468, 0.0077]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.5,Adam,"[0.0516, 0.0026]","[0.0472, 0.0022]","[0.0437, 0.0019]","[0.058, 0.0035]","[0.0326, 0.0012]","[0.1361, 0.0044]","[0.0419, 0.0018]","[0.036, 0.0014]","[0.0321, 0.0012]","[0.0513, 0.0027]","[0.0211, 0.0007]","[0.0522, 0.0033]","[0.1166, 0.0055]","[0.1493, 0.0061]","[0.1749, 0.0066]","[0.0725, 0.0044]","[0.2775, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.5,Adam,"[0.053, 0.0027]","[0.0477, 0.0022]","[0.0439, 0.0019]","[0.0608, 0.0036]","[0.0321, 0.0012]","[0.1356, 0.0045]","[0.0412, 0.0018]","[0.0346, 0.0014]","[0.031, 0.0012]","[0.0531, 0.0028]","[0.0201, 0.0007]","[0.0534, 0.0034]","[0.1166, 0.0055]","[0.1456, 0.0062]","[0.1718, 0.0067]","[0.0768, 0.0046]","[0.2711, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.5,Adam,"[0.0523, 0.0026]","[0.0477, 0.0022]","[0.0442, 0.0019]","[0.0584, 0.0035]","[0.0329, 0.0012]","[0.1368, 0.0044]","[0.0426, 0.0019]","[0.0364, 0.0015]","[0.0322, 0.0012]","[0.0526, 0.0027]","[0.0212, 0.0007]","[0.0538, 0.0033]","[0.1182, 0.0055]","[0.1492, 0.0061]","[0.1752, 0.0066]","[0.0749, 0.0045]","[0.2785, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.5,Adam,"[0.053, 0.0027]","[0.0476, 0.0022]","[0.0437, 0.0019]","[0.0611, 0.0037]","[0.0318, 0.0012]","[0.134, 0.0045]","[0.0409, 0.0018]","[0.0344, 0.0014]","[0.0302, 0.0012]","[0.0526, 0.0027]","[0.0197, 0.0007]","[0.0543, 0.0034]","[0.1158, 0.0055]","[0.1443, 0.0061]","[0.168, 0.0066]","[0.0758, 0.0045]","[0.2668, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.5,Adam,"[0.0484, 0.0026]","[0.0437, 0.0022]","[0.0402, 0.0019]","[0.0556, 0.0035]","[0.0295, 0.0012]","[0.1247, 0.0043]","[0.0379, 0.0018]","[0.0322, 0.0014]","[0.0284, 0.0012]","[0.0475, 0.0026]","[0.0187, 0.0007]","[0.0488, 0.0032]","[0.1056, 0.0054]","[0.1331, 0.006]","[0.1564, 0.0064]","[0.0682, 0.0043]","[0.25, 0.0077]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.5,Adam,"[0.053, 0.0027]","[0.0482, 0.0022]","[0.0446, 0.002]","[0.0603, 0.0036]","[0.0331, 0.0013]","[0.1377, 0.0044]","[0.0422, 0.0018]","[0.0365, 0.0015]","[0.0323, 0.0012]","[0.0532, 0.0028]","[0.0211, 0.0007]","[0.0531, 0.0033]","[0.1179, 0.0055]","[0.1509, 0.0062]","[0.176, 0.0066]","[0.0754, 0.0045]","[0.2789, 0.0078]"
