model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.2,Adam,"[0.0556, 0.0028]","[0.0502, 0.0023]","[0.0463, 0.002]","[0.0634, 0.0037]","[0.0339, 0.0013]","[0.1418, 0.0045]","[0.0437, 0.0019]","[0.037, 0.0015]","[0.0329, 0.0013]","[0.0556, 0.0028]","[0.0213, 0.0007]","[0.0561, 0.0034]","[0.1237, 0.0057]","[0.1534, 0.0063]","[0.1786, 0.0067]","[0.0808, 0.0047]","[0.2831, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.2,Adam,"[0.0532, 0.0027]","[0.048, 0.0022]","[0.0441, 0.0019]","[0.0614, 0.0037]","[0.0321, 0.0012]","[0.1352, 0.0045]","[0.0412, 0.0018]","[0.0354, 0.0014]","[0.031, 0.0012]","[0.0524, 0.0027]","[0.0198, 0.0007]","[0.0537, 0.0034]","[0.1181, 0.0056]","[0.149, 0.0062]","[0.1725, 0.0066]","[0.0758, 0.0045]","[0.2665, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.2,Adam,"[0.056, 0.0028]","[0.0504, 0.0023]","[0.0463, 0.002]","[0.0642, 0.0037]","[0.034, 0.0013]","[0.1432, 0.0046]","[0.0435, 0.0019]","[0.0368, 0.0015]","[0.0326, 0.0012]","[0.0557, 0.0028]","[0.0214, 0.0007]","[0.0569, 0.0035]","[0.1229, 0.0057]","[0.1539, 0.0063]","[0.1794, 0.0067]","[0.0803, 0.0046]","[0.2849, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.2,Adam,"[0.053, 0.0027]","[0.0479, 0.0022]","[0.044, 0.002]","[0.0602, 0.0036]","[0.0321, 0.0012]","[0.1348, 0.0045]","[0.042, 0.0018]","[0.0353, 0.0014]","[0.0308, 0.0012]","[0.0521, 0.0027]","[0.0198, 0.0007]","[0.0552, 0.0034]","[0.1197, 0.0056]","[0.148, 0.0062]","[0.1709, 0.0066]","[0.0761, 0.0046]","[0.2654, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.2,Adam,"[0.0558, 0.0028]","[0.0504, 0.0023]","[0.0464, 0.002]","[0.0635, 0.0037]","[0.034, 0.0013]","[0.1425, 0.0045]","[0.0437, 0.0019]","[0.0373, 0.0015]","[0.0328, 0.0012]","[0.0556, 0.0028]","[0.0214, 0.0007]","[0.0554, 0.0034]","[0.1233, 0.0057]","[0.1557, 0.0063]","[0.1808, 0.0067]","[0.0808, 0.0047]","[0.2853, 0.008]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.2,Adam,"[0.0541, 0.0027]","[0.0487, 0.0023]","[0.0447, 0.002]","[0.062, 0.0037]","[0.0325, 0.0012]","[0.1362, 0.0045]","[0.0421, 0.0018]","[0.0356, 0.0014]","[0.0311, 0.0012]","[0.0536, 0.0028]","[0.0199, 0.0007]","[0.0557, 0.0034]","[0.1198, 0.0056]","[0.1487, 0.0062]","[0.1721, 0.0066]","[0.078, 0.0046]","[0.2666, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.2,Adam,"[0.0563, 0.0028]","[0.0508, 0.0023]","[0.0467, 0.002]","[0.0642, 0.0037]","[0.0341, 0.0013]","[0.1429, 0.0045]","[0.0441, 0.0019]","[0.0374, 0.0015]","[0.0327, 0.0012]","[0.0569, 0.0028]","[0.0214, 0.0007]","[0.057, 0.0034]","[0.1243, 0.0057]","[0.1561, 0.0064]","[0.1802, 0.0067]","[0.0823, 0.0047]","[0.2847, 0.0079]"
