model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.2,Adam,"[0.0551, 0.0027]","[0.0496, 0.0023]","[0.0456, 0.002]","[0.0631, 0.0037]","[0.0332, 0.0012]","[0.1403, 0.0046]","[0.0429, 0.0019]","[0.0362, 0.0015]","[0.0318, 0.0012]","[0.0548, 0.0028]","[0.0208, 0.0007]","[0.0556, 0.0034]","[0.1218, 0.0057]","[0.1508, 0.0063]","[0.1749, 0.0067]","[0.0806, 0.0047]","[0.2787, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.2,Adam,"[0.0544, 0.0028]","[0.0487, 0.0023]","[0.0447, 0.002]","[0.0636, 0.0038]","[0.0325, 0.0012]","[0.1366, 0.0045]","[0.0412, 0.0018]","[0.0351, 0.0014]","[0.0312, 0.0012]","[0.0541, 0.0028]","[0.0201, 0.0007]","[0.0557, 0.0034]","[0.1157, 0.0055]","[0.1462, 0.0061]","[0.1726, 0.0066]","[0.0771, 0.0046]","[0.2682, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.2,Adam,"[0.0553, 0.0028]","[0.05, 0.0023]","[0.0459, 0.002]","[0.0636, 0.0037]","[0.0334, 0.0012]","[0.1403, 0.0046]","[0.0433, 0.0018]","[0.0369, 0.0015]","[0.0319, 0.0012]","[0.0547, 0.0028]","[0.0206, 0.0007]","[0.0557, 0.0034]","[0.1228, 0.0057]","[0.1541, 0.0063]","[0.1751, 0.0066]","[0.0798, 0.0047]","[0.2769, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.2,Adam,"[0.0531, 0.0027]","[0.0477, 0.0023]","[0.0438, 0.002]","[0.0614, 0.0037]","[0.032, 0.0012]","[0.1347, 0.0045]","[0.0409, 0.0018]","[0.0348, 0.0014]","[0.0307, 0.0012]","[0.0522, 0.0028]","[0.0199, 0.0007]","[0.0542, 0.0034]","[0.1163, 0.0056]","[0.1469, 0.0062]","[0.1699, 0.0066]","[0.0752, 0.0045]","[0.267, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.2,Adam,"[0.0552, 0.0028]","[0.0498, 0.0023]","[0.0458, 0.002]","[0.0634, 0.0037]","[0.0333, 0.0012]","[0.1399, 0.0046]","[0.043, 0.0019]","[0.0366, 0.0015]","[0.032, 0.0012]","[0.0551, 0.0028]","[0.0206, 0.0007]","[0.0554, 0.0034]","[0.1215, 0.0057]","[0.1531, 0.0063]","[0.1769, 0.0067]","[0.0808, 0.0047]","[0.2752, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.2,Adam,"[0.055, 0.0028]","[0.0492, 0.0023]","[0.045, 0.002]","[0.0636, 0.0038]","[0.0324, 0.0012]","[0.1368, 0.0046]","[0.0419, 0.0018]","[0.035, 0.0014]","[0.031, 0.0012]","[0.0538, 0.0028]","[0.0199, 0.0007]","[0.0568, 0.0035]","[0.1192, 0.0056]","[0.1461, 0.0062]","[0.1716, 0.0066]","[0.0782, 0.0046]","[0.2661, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.2,Adam,"[0.0555, 0.0028]","[0.0499, 0.0023]","[0.0459, 0.002]","[0.0641, 0.0038]","[0.0334, 0.0013]","[0.1409, 0.0046]","[0.043, 0.0019]","[0.0365, 0.0015]","[0.032, 0.0012]","[0.0554, 0.0028]","[0.0208, 0.0007]","[0.0562, 0.0035]","[0.1216, 0.0057]","[0.1528, 0.0063]","[0.1763, 0.0067]","[0.0803, 0.0047]","[0.2782, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,600,0.2,Adam,"[0.0547, 0.0028]","[0.0491, 0.0023]","[0.045, 0.002]","[0.0636, 0.0038]","[0.0326, 0.0012]","[0.1379, 0.0046]","[0.0422, 0.0019]","[0.0354, 0.0014]","[0.0312, 0.0012]","[0.0536, 0.0028]","[0.0202, 0.0007]","[0.0555, 0.0034]","[0.1191, 0.0057]","[0.1483, 0.0062]","[0.1743, 0.0067]","[0.0775, 0.0046]","[0.2726, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,600,0.2,Adam,"[0.0555, 0.0027]","[0.0499, 0.0023]","[0.0459, 0.002]","[0.0635, 0.0037]","[0.0334, 0.0013]","[0.1411, 0.0046]","[0.0435, 0.0019]","[0.0363, 0.0015]","[0.032, 0.0012]","[0.0553, 0.0028]","[0.0209, 0.0007]","[0.0575, 0.0035]","[0.1235, 0.0058]","[0.151, 0.0063]","[0.1765, 0.0067]","[0.0807, 0.0047]","[0.2801, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,600,0.2,Adam,"[0.0539, 0.0028]","[0.0485, 0.0023]","[0.0445, 0.002]","[0.0625, 0.0038]","[0.0322, 0.0012]","[0.1358, 0.0046]","[0.0418, 0.0018]","[0.0352, 0.0014]","[0.0311, 0.0012]","[0.0529, 0.0028]","[0.0198, 0.0007]","[0.0554, 0.0035]","[0.119, 0.0057]","[0.1478, 0.0062]","[0.1721, 0.0066]","[0.0758, 0.0045]","[0.2658, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,600,0.2,Adam,"[0.0558, 0.0028]","[0.0502, 0.0023]","[0.046, 0.002]","[0.0639, 0.0037]","[0.0335, 0.0013]","[0.1407, 0.0046]","[0.0433, 0.0019]","[0.0364, 0.0015]","[0.0321, 0.0012]","[0.0553, 0.0028]","[0.0207, 0.0007]","[0.0577, 0.0035]","[0.1233, 0.0057]","[0.1526, 0.0063]","[0.1774, 0.0067]","[0.0796, 0.0047]","[0.279, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0005,600,0.2,Adam,"[0.0541, 0.0027]","[0.0485, 0.0023]","[0.0444, 0.002]","[0.0627, 0.0037]","[0.0322, 0.0012]","[0.1359, 0.0045]","[0.0416, 0.0018]","[0.0349, 0.0014]","[0.0309, 0.0012]","[0.0529, 0.0027]","[0.0199, 0.0007]","[0.0559, 0.0034]","[0.1185, 0.0056]","[0.1471, 0.0062]","[0.1716, 0.0066]","[0.0765, 0.0045]","[0.2671, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.001,0.001,1.0,,0.0001,600,0.2,Adam,"[0.056, 0.0028]","[0.0503, 0.0023]","[0.0462, 0.002]","[0.0645, 0.0038]","[0.0336, 0.0013]","[0.1414, 0.0046]","[0.0431, 0.0018]","[0.0367, 0.0015]","[0.0321, 0.0012]","[0.0556, 0.0028]","[0.0208, 0.0007]","[0.057, 0.0035]","[0.1229, 0.0057]","[0.1536, 0.0063]","[0.1768, 0.0067]","[0.082, 0.0047]","[0.2778, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.001,0.001,1.0,,0.0005,600,0.2,Adam,"[0.0536, 0.0027]","[0.0483, 0.0023]","[0.0445, 0.002]","[0.062, 0.0037]","[0.0324, 0.0012]","[0.1361, 0.0045]","[0.0419, 0.0018]","[0.0354, 0.0014]","[0.0312, 0.0012]","[0.0513, 0.0027]","[0.02, 0.0007]","[0.0547, 0.0034]","[0.1195, 0.0057]","[0.1489, 0.0062]","[0.1724, 0.0066]","[0.0739, 0.0044]","[0.2669, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.001,0.001,1.0,,0.001,600,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
