model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.5,Adam,"[0.0523, 0.0027]","[0.0476, 0.0022]","[0.0441, 0.0019]","[0.0589, 0.0036]","[0.0329, 0.0012]","[0.1376, 0.0044]","[0.0418, 0.0018]","[0.036, 0.0015]","[0.0321, 0.0012]","[0.0529, 0.0027]","[0.0213, 0.0007]","[0.0528, 0.0033]","[0.1178, 0.0056]","[0.1496, 0.0061]","[0.176, 0.0066]","[0.0763, 0.0045]","[0.28, 0.0079]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.5,Adam,"[0.0518, 0.0027]","[0.0469, 0.0022]","[0.0432, 0.0019]","[0.0589, 0.0036]","[0.0317, 0.0012]","[0.1332, 0.0045]","[0.0408, 0.0018]","[0.0349, 0.0014]","[0.0307, 0.0012]","[0.0517, 0.0027]","[0.0198, 0.0007]","[0.0531, 0.0034]","[0.1168, 0.0056]","[0.1473, 0.0062]","[0.1702, 0.0066]","[0.074, 0.0045]","[0.265, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.5,Adam,"[0.047, 0.0026]","[0.0425, 0.0021]","[0.0392, 0.0018]","[0.0542, 0.0035]","[0.0289, 0.0012]","[0.1214, 0.0043]","[0.0364, 0.0017]","[0.0316, 0.0014]","[0.028, 0.0012]","[0.0471, 0.0026]","[0.0184, 0.0007]","[0.0475, 0.0032]","[0.1015, 0.0052]","[0.13, 0.0058]","[0.1527, 0.0063]","[0.0673, 0.0043]","[0.2447, 0.0076]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.5,Adam,"[0.0523, 0.0027]","[0.0476, 0.0022]","[0.0441, 0.0019]","[0.0593, 0.0036]","[0.0329, 0.0012]","[0.138, 0.0044]","[0.0419, 0.0018]","[0.036, 0.0014]","[0.0319, 0.0012]","[0.0527, 0.0027]","[0.0213, 0.0007]","[0.0529, 0.0033]","[0.1176, 0.0056]","[0.1491, 0.0062]","[0.1753, 0.0066]","[0.0758, 0.0045]","[0.2807, 0.0079]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.5,Adam,"[0.0534, 0.0027]","[0.0482, 0.0023]","[0.0443, 0.002]","[0.0614, 0.0037]","[0.0322, 0.0012]","[0.1354, 0.0045]","[0.0413, 0.0018]","[0.0352, 0.0014]","[0.0311, 0.0012]","[0.0527, 0.0027]","[0.0199, 0.0007]","[0.0546, 0.0034]","[0.1161, 0.0056]","[0.1469, 0.0061]","[0.1725, 0.0066]","[0.0765, 0.0045]","[0.2671, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.5,Adam,"[0.0126, 0.0013]","[0.0118, 0.0011]","[0.0112, 0.001]","[0.0139, 0.0018]","[0.009, 0.0006]","[0.0364, 0.0023]","[0.0109, 0.0009]","[0.0099, 0.0007]","[0.009, 0.0006]","[0.0121, 0.0013]","[0.0066, 0.0004]","[0.0126, 0.0016]","[0.0281, 0.0028]","[0.0378, 0.0032]","[0.0454, 0.0035]","[0.0152, 0.002]","[0.0778, 0.0045]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.5,Adam,"[0.0522, 0.0027]","[0.0475, 0.0022]","[0.044, 0.0019]","[0.0588, 0.0036]","[0.0327, 0.0012]","[0.136, 0.0044]","[0.042, 0.0018]","[0.0358, 0.0014]","[0.0317, 0.0012]","[0.0525, 0.0027]","[0.0209, 0.0007]","[0.0528, 0.0033]","[0.1174, 0.0055]","[0.1482, 0.0061]","[0.1728, 0.0065]","[0.0748, 0.0045]","[0.2762, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.5,Adam,"[0.0524, 0.0027]","[0.047, 0.0022]","[0.0431, 0.0019]","[0.0601, 0.0036]","[0.0315, 0.0012]","[0.1329, 0.0045]","[0.0407, 0.0018]","[0.0338, 0.0014]","[0.0299, 0.0012]","[0.0526, 0.0027]","[0.0197, 0.0007]","[0.0522, 0.0033]","[0.1157, 0.0056]","[0.1416, 0.0061]","[0.1656, 0.0065]","[0.0755, 0.0045]","[0.2643, 0.0078]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.5,Adam,"[0.0472, 0.0026]","[0.0428, 0.0021]","[0.0395, 0.0018]","[0.0538, 0.0035]","[0.0292, 0.0012]","[0.1228, 0.0043]","[0.0373, 0.0017]","[0.032, 0.0014]","[0.0283, 0.0011]","[0.0467, 0.0026]","[0.0186, 0.0007]","[0.047, 0.0031]","[0.1055, 0.0053]","[0.1328, 0.0059]","[0.1551, 0.0063]","[0.0676, 0.0043]","[0.2478, 0.0076]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.5,Adam,"[0.0441, 0.0025]","[0.0405, 0.0021]","[0.0378, 0.0018]","[0.0495, 0.0033]","[0.0287, 0.0012]","[0.1193, 0.004]","[0.0359, 0.0017]","[0.0317, 0.0014]","[0.0285, 0.0012]","[0.0446, 0.0025]","[0.019, 0.0007]","[0.0443, 0.003]","[0.0989, 0.0051]","[0.1284, 0.0057]","[0.1525, 0.0062]","[0.0627, 0.0041]","[0.2486, 0.0075]"
