model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.5,Adam,"[0.0611, 0.0029]","[0.0548, 0.0024]","[0.0502, 0.0021]","[0.0708, 0.0039]","[0.0361, 0.0013]","[0.1532, 0.0048]","[0.0468, 0.0019]","[0.0393, 0.0015]","[0.0348, 0.0012]","[0.0614, 0.003]","[0.0215, 0.0007]","[0.0634, 0.0036]","[0.1367, 0.006]","[0.1694, 0.0066]","[0.1972, 0.007]","[0.0912, 0.005]","[0.2972, 0.0081]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.5,Adam,"[0.0568, 0.0028]","[0.0508, 0.0023]","[0.0465, 0.002]","[0.0658, 0.0038]","[0.0332, 0.0012]","[0.1431, 0.0047]","[0.0431, 0.0018]","[0.0362, 0.0014]","[0.0319, 0.0012]","[0.0564, 0.0028]","[0.0198, 0.0006]","[0.0601, 0.0036]","[0.1278, 0.0059]","[0.1585, 0.0065]","[0.183, 0.0069]","[0.0857, 0.0049]","[0.2775, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.5,Adam,"[0.062, 0.0029]","[0.0554, 0.0024]","[0.0506, 0.0021]","[0.0724, 0.004]","[0.036, 0.0013]","[0.154, 0.0048]","[0.0471, 0.0019]","[0.0393, 0.0015]","[0.0343, 0.0012]","[0.06, 0.0029]","[0.0214, 0.0007]","[0.0646, 0.0037]","[0.1381, 0.0061]","[0.1689, 0.0066]","[0.1951, 0.007]","[0.0915, 0.005]","[0.2958, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.5,Adam,"[0.0569, 0.0028]","[0.0507, 0.0023]","[0.0462, 0.002]","[0.066, 0.0038]","[0.0331, 0.0012]","[0.1437, 0.0047]","[0.0431, 0.0018]","[0.0356, 0.0014]","[0.0311, 0.0011]","[0.0562, 0.0028]","[0.0198, 0.0006]","[0.06, 0.0036]","[0.1279, 0.0058]","[0.1575, 0.0064]","[0.1816, 0.0068]","[0.0847, 0.0048]","[0.2785, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.5,Adam,"[0.0619, 0.0029]","[0.0554, 0.0024]","[0.0506, 0.0021]","[0.072, 0.004]","[0.0361, 0.0013]","[0.1543, 0.0048]","[0.0471, 0.0019]","[0.0395, 0.0015]","[0.0347, 0.0012]","[0.0616, 0.003]","[0.0215, 0.0007]","[0.0636, 0.0037]","[0.1381, 0.0061]","[0.1711, 0.0066]","[0.1982, 0.007]","[0.093, 0.0051]","[0.2969, 0.008]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.5,Adam,"[0.0574, 0.0028]","[0.0513, 0.0023]","[0.0469, 0.002]","[0.0665, 0.0038]","[0.0334, 0.0012]","[0.1436, 0.0047]","[0.0436, 0.0018]","[0.0365, 0.0014]","[0.0321, 0.0012]","[0.0568, 0.0028]","[0.0197, 0.0006]","[0.0594, 0.0036]","[0.1276, 0.0058]","[0.1583, 0.0064]","[0.1849, 0.0068]","[0.086, 0.0049]","[0.2772, 0.0079]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.5,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.5,Adam,"[0.0615, 0.0029]","[0.0549, 0.0024]","[0.0502, 0.0021]","[0.0715, 0.0039]","[0.0359, 0.0013]","[0.1549, 0.0048]","[0.0466, 0.0019]","[0.0391, 0.0015]","[0.0345, 0.0012]","[0.0605, 0.0029]","[0.0216, 0.0007]","[0.0647, 0.0038]","[0.1376, 0.006]","[0.1699, 0.0066]","[0.1977, 0.007]","[0.0915, 0.005]","[0.2998, 0.0081]"
