model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.3,Adam,"[0.0549, 0.0028]","[0.0498, 0.0023]","[0.046, 0.002]","[0.0625, 0.0037]","[0.0339, 0.0013]","[0.1422, 0.0045]","[0.0434, 0.0019]","[0.0372, 0.0015]","[0.0329, 0.0013]","[0.055, 0.0028]","[0.0216, 0.0007]","[0.0555, 0.0034]","[0.1216, 0.0057]","[0.1537, 0.0063]","[0.1793, 0.0067]","[0.0786, 0.0046]","[0.286, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.3,Adam,"[0.0541, 0.0027]","[0.0486, 0.0023]","[0.0447, 0.002]","[0.0618, 0.0037]","[0.0325, 0.0012]","[0.1364, 0.0045]","[0.0425, 0.0019]","[0.0353, 0.0014]","[0.0314, 0.0012]","[0.0548, 0.0028]","[0.0201, 0.0007]","[0.0539, 0.0034]","[0.1193, 0.0056]","[0.1469, 0.0062]","[0.1727, 0.0066]","[0.0794, 0.0046]","[0.2709, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.3,Adam,"[0.0548, 0.0027]","[0.0496, 0.0023]","[0.0458, 0.002]","[0.0622, 0.0037]","[0.0338, 0.0013]","[0.1413, 0.0045]","[0.0434, 0.0019]","[0.0371, 0.0015]","[0.0327, 0.0012]","[0.0542, 0.0028]","[0.0215, 0.0007]","[0.0559, 0.0034]","[0.1217, 0.0057]","[0.1532, 0.0062]","[0.1785, 0.0067]","[0.0777, 0.0046]","[0.2828, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.3,Adam,"[0.0531, 0.0027]","[0.0478, 0.0022]","[0.044, 0.0019]","[0.0607, 0.0036]","[0.0321, 0.0012]","[0.1358, 0.0045]","[0.0415, 0.0018]","[0.0351, 0.0014]","[0.0309, 0.0012]","[0.0533, 0.0027]","[0.0199, 0.0007]","[0.0536, 0.0033]","[0.1191, 0.0056]","[0.1479, 0.0062]","[0.1715, 0.0066]","[0.0786, 0.0046]","[0.2687, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.3,Adam,"[0.0552, 0.0028]","[0.0499, 0.0023]","[0.0459, 0.002]","[0.0627, 0.0037]","[0.0337, 0.0013]","[0.1418, 0.0045]","[0.0438, 0.0019]","[0.0369, 0.0015]","[0.0324, 0.0012]","[0.0555, 0.0028]","[0.0214, 0.0007]","[0.0558, 0.0034]","[0.1225, 0.0056]","[0.1524, 0.0062]","[0.1775, 0.0067]","[0.0798, 0.0046]","[0.2848, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.3,Adam,"[0.0536, 0.0027]","[0.0481, 0.0022]","[0.0441, 0.002]","[0.0617, 0.0037]","[0.0321, 0.0012]","[0.1363, 0.0045]","[0.0415, 0.0018]","[0.0347, 0.0014]","[0.0306, 0.0012]","[0.0531, 0.0027]","[0.0199, 0.0007]","[0.0557, 0.0034]","[0.1173, 0.0056]","[0.1448, 0.0062]","[0.1702, 0.0066]","[0.0767, 0.0045]","[0.2709, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.3,Adam,"[0.055, 0.0028]","[0.0497, 0.0023]","[0.0459, 0.002]","[0.0624, 0.0037]","[0.0339, 0.0013]","[0.142, 0.0045]","[0.0432, 0.0019]","[0.0371, 0.0015]","[0.0328, 0.0013]","[0.0551, 0.0028]","[0.0216, 0.0007]","[0.0553, 0.0034]","[0.1208, 0.0057]","[0.1527, 0.0062]","[0.1785, 0.0067]","[0.0797, 0.0046]","[0.2852, 0.008]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,300,0.3,Adam,"[0.0539, 0.0027]","[0.0485, 0.0023]","[0.0446, 0.002]","[0.0617, 0.0037]","[0.0324, 0.0012]","[0.1366, 0.0045]","[0.042, 0.0018]","[0.0355, 0.0014]","[0.0312, 0.0012]","[0.0531, 0.0027]","[0.02, 0.0007]","[0.056, 0.0034]","[0.1194, 0.0056]","[0.1483, 0.0062]","[0.1725, 0.0066]","[0.0777, 0.0046]","[0.2685, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,300,0.3,Adam,"[0.055, 0.0027]","[0.0498, 0.0023]","[0.046, 0.002]","[0.0627, 0.0037]","[0.0339, 0.0013]","[0.142, 0.0045]","[0.0434, 0.0019]","[0.037, 0.0015]","[0.0327, 0.0013]","[0.0553, 0.0028]","[0.0215, 0.0007]","[0.0563, 0.0034]","[0.1221, 0.0057]","[0.1537, 0.0063]","[0.1783, 0.0067]","[0.0796, 0.0046]","[0.2841, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,300,0.3,Adam,"[0.0529, 0.0027]","[0.0477, 0.0022]","[0.0438, 0.0019]","[0.0606, 0.0036]","[0.0319, 0.0012]","[0.1346, 0.0045]","[0.0415, 0.0018]","[0.0349, 0.0014]","[0.0306, 0.0012]","[0.0527, 0.0027]","[0.0198, 0.0007]","[0.0537, 0.0033]","[0.1176, 0.0056]","[0.1476, 0.0062]","[0.1704, 0.0066]","[0.0762, 0.0045]","[0.2674, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.001,300,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,300,0.3,Adam,"[0.0554, 0.0028]","[0.0501, 0.0023]","[0.0462, 0.002]","[0.0632, 0.0037]","[0.0341, 0.0013]","[0.1421, 0.0045]","[0.043, 0.0019]","[0.0374, 0.0015]","[0.0331, 0.0013]","[0.0556, 0.0028]","[0.0215, 0.0007]","[0.0565, 0.0034]","[0.1195, 0.0056]","[0.1544, 0.0063]","[0.1806, 0.0067]","[0.0802, 0.0047]","[0.2834, 0.008]"
