model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.3,Adam,"[0.0564, 0.0028]","[0.0507, 0.0023]","[0.0465, 0.002]","[0.0653, 0.0038]","[0.0336, 0.0013]","[0.1413, 0.0046]","[0.0434, 0.0019]","[0.0367, 0.0015]","[0.0323, 0.0012]","[0.0556, 0.0028]","[0.0207, 0.0007]","[0.0568, 0.0034]","[0.123, 0.0057]","[0.1538, 0.0063]","[0.179, 0.0067]","[0.0795, 0.0046]","[0.2784, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.3,Adam,"[0.0533, 0.0027]","[0.0481, 0.0023]","[0.0442, 0.002]","[0.0613, 0.0037]","[0.0323, 0.0012]","[0.1362, 0.0045]","[0.0421, 0.0018]","[0.0355, 0.0014]","[0.031, 0.0012]","[0.0524, 0.0027]","[0.02, 0.0007]","[0.0546, 0.0034]","[0.1196, 0.0056]","[0.1498, 0.0062]","[0.1726, 0.0067]","[0.076, 0.0045]","[0.2705, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.3,Adam,"[0.006, 0.0009]","[0.0054, 0.0007]","[0.0051, 0.0006]","[0.007, 0.0013]","[0.004, 0.0004]","[0.0148, 0.0014]","[0.0046, 0.0006]","[0.0041, 0.0005]","[0.0038, 0.0004]","[0.0056, 0.0009]","[0.0031, 0.0003]","[0.0053, 0.0009]","[0.0088, 0.0014]","[0.0122, 0.0016]","[0.0154, 0.0019]","[0.0053, 0.001]","[0.0309, 0.0027]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.3,Adam,"[0.0564, 0.0028]","[0.0507, 0.0023]","[0.0465, 0.002]","[0.065, 0.0038]","[0.0337, 0.0013]","[0.1416, 0.0046]","[0.0437, 0.0019]","[0.0367, 0.0015]","[0.0322, 0.0012]","[0.0561, 0.0028]","[0.0208, 0.0007]","[0.057, 0.0035]","[0.1234, 0.0057]","[0.1537, 0.0063]","[0.1776, 0.0067]","[0.0817, 0.0047]","[0.2787, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.3,Adam,"[0.0542, 0.0028]","[0.0487, 0.0023]","[0.0447, 0.002]","[0.0629, 0.0038]","[0.0324, 0.0012]","[0.1367, 0.0046]","[0.0417, 0.0018]","[0.0354, 0.0014]","[0.0313, 0.0012]","[0.0527, 0.0027]","[0.0199, 0.0007]","[0.055, 0.0034]","[0.1177, 0.0056]","[0.1482, 0.0062]","[0.1727, 0.0067]","[0.0762, 0.0045]","[0.2687, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.3,Adam,"[0.0559, 0.0028]","[0.0504, 0.0023]","[0.0463, 0.002]","[0.0643, 0.0037]","[0.0337, 0.0013]","[0.1417, 0.0046]","[0.0434, 0.0019]","[0.0371, 0.0015]","[0.0324, 0.0012]","[0.056, 0.0028]","[0.0209, 0.0007]","[0.0565, 0.0034]","[0.1227, 0.0057]","[0.1551, 0.0063]","[0.1791, 0.0067]","[0.0808, 0.0047]","[0.2811, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.3,Adam,"[0.0536, 0.0027]","[0.0482, 0.0023]","[0.0442, 0.002]","[0.0618, 0.0037]","[0.0323, 0.0012]","[0.1363, 0.0045]","[0.0414, 0.0018]","[0.0348, 0.0014]","[0.0309, 0.0012]","[0.0529, 0.0028]","[0.0201, 0.0007]","[0.0544, 0.0034]","[0.1184, 0.0057]","[0.147, 0.0062]","[0.1718, 0.0066]","[0.0768, 0.0045]","[0.27, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.3,Adam,"[0.056, 0.0028]","[0.0503, 0.0023]","[0.0462, 0.002]","[0.0643, 0.0037]","[0.0336, 0.0013]","[0.1414, 0.0046]","[0.0435, 0.0019]","[0.0367, 0.0015]","[0.0321, 0.0012]","[0.0558, 0.0028]","[0.0208, 0.0007]","[0.0567, 0.0035]","[0.1232, 0.0057]","[0.1529, 0.0063]","[0.1773, 0.0067]","[0.0812, 0.0047]","[0.2787, 0.0079]"
