model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch_rating,epoch_explanation,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,200,0.0001,0.0001,1.0,1.0,1.0,,0.0001,400,0,0.5,Adam,"[0.0626, 0.0029]","[0.0559, 0.0024]","[0.051, 0.0021]","[0.0727, 0.004]","[0.0366, 0.0013]","[0.1556, 0.0048]","[0.0476, 0.0019]","[0.0395, 0.0015]","[0.0348, 0.0013]","[0.0617, 0.003]","[0.0221, 0.0007]","[0.0651, 0.0037]","[0.1377, 0.006]","[0.1695, 0.0066]","[0.1965, 0.007]","[0.0912, 0.005]","[0.3014, 0.008]"
