model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.3,Adam,"[0.0619, 0.0029]","[0.0552, 0.0024]","[0.0504, 0.0021]","[0.0728, 0.004]","[0.0358, 0.0013]","[0.1542, 0.0049]","[0.0462, 0.0019]","[0.039, 0.0015]","[0.0341, 0.0012]","[0.061, 0.0029]","[0.0212, 0.0007]","[0.0651, 0.0038]","[0.1371, 0.006]","[0.1702, 0.0067]","[0.196, 0.007]","[0.0929, 0.0051]","[0.2953, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.3,Adam,"[0.0592, 0.0028]","[0.0527, 0.0023]","[0.048, 0.002]","[0.0689, 0.0038]","[0.0339, 0.0012]","[0.1465, 0.0048]","[0.0445, 0.0019]","[0.0369, 0.0014]","[0.0322, 0.0012]","[0.0594, 0.0029]","[0.0199, 0.0006]","[0.0617, 0.0037]","[0.1315, 0.0059]","[0.161, 0.0065]","[0.1862, 0.0069]","[0.0907, 0.005]","[0.2806, 0.0079]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.3,Adam,"[0.0609, 0.0029]","[0.0544, 0.0024]","[0.0497, 0.002]","[0.071, 0.0039]","[0.0355, 0.0012]","[0.1521, 0.0048]","[0.0462, 0.0019]","[0.0388, 0.0015]","[0.0339, 0.0012]","[0.0618, 0.0029]","[0.021, 0.0007]","[0.0636, 0.0037]","[0.1371, 0.006]","[0.1694, 0.0066]","[0.1939, 0.007]","[0.0933, 0.0051]","[0.2937, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.3,Adam,"[0.0585, 0.0028]","[0.0521, 0.0023]","[0.0475, 0.002]","[0.0687, 0.0038]","[0.0337, 0.0012]","[0.1461, 0.0048]","[0.0436, 0.0018]","[0.0367, 0.0014]","[0.0322, 0.0012]","[0.0585, 0.0029]","[0.0199, 0.0006]","[0.0609, 0.0036]","[0.1304, 0.0059]","[0.1624, 0.0065]","[0.1875, 0.0069]","[0.0902, 0.005]","[0.2805, 0.0079]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.3,Adam,"[0.0606, 0.0029]","[0.0541, 0.0024]","[0.0495, 0.002]","[0.0707, 0.0039]","[0.0352, 0.0012]","[0.1517, 0.0048]","[0.0459, 0.0019]","[0.0387, 0.0015]","[0.0338, 0.0012]","[0.0598, 0.0029]","[0.0209, 0.0007]","[0.0638, 0.0038]","[0.1361, 0.006]","[0.1692, 0.0066]","[0.1948, 0.007]","[0.0913, 0.005]","[0.2921, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.3,Adam,"[0.0579, 0.0028]","[0.0517, 0.0023]","[0.0473, 0.002]","[0.0676, 0.0038]","[0.0336, 0.0012]","[0.1461, 0.0048]","[0.0436, 0.0018]","[0.0369, 0.0014]","[0.0321, 0.0012]","[0.0578, 0.0029]","[0.0199, 0.0006]","[0.0609, 0.0037]","[0.1305, 0.006]","[0.1628, 0.0065]","[0.1872, 0.0069]","[0.0892, 0.005]","[0.2816, 0.008]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
E-CDE-VAE,200,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.3,Adam,"[0.0609, 0.0029]","[0.0546, 0.0024]","[0.0499, 0.002]","[0.0704, 0.0039]","[0.0355, 0.0013]","[0.1517, 0.0048]","[0.0467, 0.0019]","[0.0393, 0.0015]","[0.0339, 0.0012]","[0.0596, 0.0029]","[0.021, 0.0007]","[0.0649, 0.0037]","[0.1373, 0.0061]","[0.1702, 0.0066]","[0.1934, 0.007]","[0.0905, 0.005]","[0.2902, 0.008]"
