model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,300,0.4,Adam,"[0.0539, 0.0027]","[0.0488, 0.0022]","[0.0451, 0.002]","[0.0614, 0.0036]","[0.0334, 0.0013]","[0.1396, 0.0045]","[0.0426, 0.0018]","[0.0364, 0.0015]","[0.0322, 0.0012]","[0.0546, 0.0028]","[0.0213, 0.0007]","[0.0544, 0.0033]","[0.1194, 0.0056]","[0.1512, 0.0062]","[0.1771, 0.0066]","[0.0789, 0.0046]","[0.2809, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,300,0.4,Adam,"[0.0542, 0.0027]","[0.0487, 0.0023]","[0.0447, 0.002]","[0.0621, 0.0037]","[0.0325, 0.0012]","[0.1358, 0.0045]","[0.0422, 0.0018]","[0.0353, 0.0014]","[0.031, 0.0012]","[0.054, 0.0028]","[0.02, 0.0007]","[0.055, 0.0034]","[0.1188, 0.0056]","[0.1482, 0.0062]","[0.1712, 0.0066]","[0.0773, 0.0046]","[0.2692, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,300,0.4,Adam,"[0.0545, 0.0028]","[0.0493, 0.0023]","[0.0455, 0.002]","[0.0624, 0.0037]","[0.0336, 0.0013]","[0.1404, 0.0045]","[0.0427, 0.0019]","[0.0366, 0.0015]","[0.0325, 0.0012]","[0.0538, 0.0028]","[0.0214, 0.0007]","[0.0536, 0.0033]","[0.1193, 0.0056]","[0.1519, 0.0062]","[0.1778, 0.0067]","[0.077, 0.0045]","[0.2817, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,300,0.4,Adam,"[0.0529, 0.0027]","[0.0477, 0.0022]","[0.0438, 0.0019]","[0.0604, 0.0037]","[0.032, 0.0012]","[0.1343, 0.0044]","[0.0416, 0.0018]","[0.0349, 0.0014]","[0.031, 0.0012]","[0.0524, 0.0027]","[0.0198, 0.0007]","[0.0508, 0.0032]","[0.1182, 0.0056]","[0.1465, 0.0062]","[0.1718, 0.0066]","[0.0754, 0.0045]","[0.2678, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,300,0.4,Adam,"[0.0479, 0.0026]","[0.0432, 0.0022]","[0.0398, 0.0019]","[0.0545, 0.0035]","[0.0293, 0.0012]","[0.1235, 0.0043]","[0.0376, 0.0018]","[0.0318, 0.0014]","[0.0284, 0.0011]","[0.0483, 0.0027]","[0.0186, 0.0007]","[0.0475, 0.0032]","[0.1046, 0.0052]","[0.1323, 0.0059]","[0.1577, 0.0064]","[0.0688, 0.0043]","[0.2496, 0.0076]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,300,0.4,Adam,"[0.0543, 0.0027]","[0.0492, 0.0023]","[0.0455, 0.002]","[0.0613, 0.0036]","[0.0336, 0.0013]","[0.1399, 0.0045]","[0.0432, 0.0019]","[0.0368, 0.0015]","[0.0325, 0.0012]","[0.0545, 0.0028]","[0.0214, 0.0007]","[0.0536, 0.0033]","[0.1213, 0.0056]","[0.1523, 0.0063]","[0.1776, 0.0067]","[0.0768, 0.0045]","[0.2831, 0.0079]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,300,0.4,Adam,"[0.0543, 0.0027]","[0.0488, 0.0023]","[0.0447, 0.002]","[0.0623, 0.0037]","[0.0323, 0.0012]","[0.1356, 0.0045]","[0.042, 0.0018]","[0.0356, 0.0014]","[0.0311, 0.0012]","[0.0536, 0.0028]","[0.0198, 0.0007]","[0.0552, 0.0034]","[0.1183, 0.0056]","[0.1493, 0.0062]","[0.1733, 0.0066]","[0.0763, 0.0045]","[0.2669, 0.0078]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
S-E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,300,0.4,Adam,"[0.0542, 0.0027]","[0.0492, 0.0023]","[0.0453, 0.002]","[0.0614, 0.0036]","[0.0335, 0.0013]","[0.1397, 0.0045]","[0.0431, 0.0019]","[0.0365, 0.0015]","[0.0324, 0.0013]","[0.0542, 0.0028]","[0.0213, 0.0007]","[0.055, 0.0034]","[0.1205, 0.0057]","[0.1512, 0.0062]","[0.1761, 0.0066]","[0.0772, 0.0045]","[0.2816, 0.0079]"
