model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,200,0.0001,0.0001,0.001,0.001,1,,0.0001,300,0.4,Adam,"[0.0597, 0.0028]","[0.0538, 0.0024]","[0.0495, 0.0021]","[0.0678, 0.0038]","[0.0361, 0.0013]","[0.1517, 0.0047]","[0.0466, 0.0019]","[0.0395, 0.0015]","[0.0346, 0.0013]","[0.0596, 0.0029]","[0.0226, 0.0007]","[0.0608, 0.0035]","[0.1323, 0.0059]","[0.1656, 0.0065]","[0.1908, 0.0069]","[0.0867, 0.0048]","[0.3017, 0.0081]"
CE-VAE,200,0.0001,0.0001,0.001,0.001,1,,0.0005,300,0.4,Adam,"[0.0582, 0.0028]","[0.052, 0.0023]","[0.0475, 0.002]","[0.0684, 0.0039]","[0.0339, 0.0012]","[0.1468, 0.0048]","[0.0437, 0.0018]","[0.037, 0.0014]","[0.0325, 0.0012]","[0.0568, 0.0028]","[0.02, 0.0006]","[0.0601, 0.0036]","[0.1295, 0.0059]","[0.163, 0.0065]","[0.1895, 0.0069]","[0.0864, 0.0049]","[0.2839, 0.008]"
CE-VAE,200,0.0001,0.0001,0.001,0.001,1,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CE-VAE,200,0.0001,0.0001,0.001,0.01,1,,0.0001,300,0.4,Adam,"[0.0591, 0.0028]","[0.0533, 0.0024]","[0.049, 0.0021]","[0.0675, 0.0038]","[0.0357, 0.0013]","[0.15, 0.0046]","[0.0464, 0.0019]","[0.0391, 0.0015]","[0.0342, 0.0013]","[0.0592, 0.0029]","[0.0223, 0.0007]","[0.0589, 0.0035]","[0.1323, 0.0059]","[0.1648, 0.0065]","[0.1901, 0.0069]","[0.0868, 0.0048]","[0.2988, 0.0081]"
CE-VAE,200,0.0001,0.0001,0.001,0.01,1,,0.0005,300,0.4,Adam,"[0.0574, 0.0028]","[0.0512, 0.0023]","[0.0468, 0.002]","[0.0661, 0.0037]","[0.0333, 0.0012]","[0.1449, 0.0047]","[0.0437, 0.0018]","[0.0363, 0.0014]","[0.0318, 0.0011]","[0.0565, 0.0028]","[0.0198, 0.0006]","[0.0605, 0.0036]","[0.1308, 0.0059]","[0.1604, 0.0065]","[0.1856, 0.0069]","[0.0871, 0.0049]","[0.2807, 0.008]"
CE-VAE,200,0.0001,0.0001,0.001,0.01,1,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CE-VAE,200,0.0001,0.0001,0.001,0.1,1,,0.0001,300,0.4,Adam,"[0.0528, 0.0027]","[0.0479, 0.0022]","[0.0443, 0.0019]","[0.0601, 0.0036]","[0.0327, 0.0012]","[0.1381, 0.0044]","[0.0421, 0.0018]","[0.036, 0.0014]","[0.0319, 0.0012]","[0.0528, 0.0027]","[0.0208, 0.0007]","[0.0532, 0.0033]","[0.1188, 0.0056]","[0.1509, 0.0062]","[0.1761, 0.0066]","[0.0769, 0.0046]","[0.2791, 0.0079]"
CE-VAE,200,0.0001,0.0001,0.001,0.1,1,,0.0005,300,0.4,Adam,"[0.0489, 0.0026]","[0.0439, 0.0021]","[0.0402, 0.0019]","[0.0561, 0.0035]","[0.0291, 0.0011]","[0.1257, 0.0044]","[0.0379, 0.0017]","[0.0315, 0.0013]","[0.0279, 0.0011]","[0.0492, 0.0027]","[0.0179, 0.0006]","[0.0513, 0.0034]","[0.1104, 0.0055]","[0.1358, 0.006]","[0.1586, 0.0064]","[0.0727, 0.0045]","[0.2507, 0.0077]"
CE-VAE,200,0.0001,0.0001,0.001,0.1,1,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CE-VAE,200,0.0001,0.0001,0.001,1,1,,0.0001,300,0.4,Adam,"[0.0431, 0.0024]","[0.0395, 0.002]","[0.0368, 0.0018]","[0.0484, 0.0033]","[0.0278, 0.0011]","[0.1163, 0.004]","[0.0352, 0.0017]","[0.0305, 0.0013]","[0.0276, 0.0011]","[0.0432, 0.0025]","[0.0184, 0.0007]","[0.0432, 0.003]","[0.0976, 0.0051]","[0.1248, 0.0057]","[0.1491, 0.0061]","[0.0602, 0.004]","[0.2421, 0.0074]"
CE-VAE,200,0.0001,0.0001,0.001,1,1,,0.0005,300,0.4,Adam,"[0.045, 0.0025]","[0.0407, 0.002]","[0.0375, 0.0018]","[0.0517, 0.0033]","[0.0273, 0.0011]","[0.117, 0.0042]","[0.0352, 0.0017]","[0.03, 0.0013]","[0.0267, 0.0011]","[0.045, 0.0025]","[0.0169, 0.0006]","[0.0458, 0.0031]","[0.1026, 0.0053]","[0.1292, 0.0058]","[0.1513, 0.0063]","[0.0663, 0.0042]","[0.2336, 0.0075]"
CE-VAE,200,0.0001,0.0001,0.001,1,1,,0.001,300,0.4,Adam,"[0.0313, 0.0021]","[0.0286, 0.0017]","[0.0266, 0.0015]","[0.0354, 0.0028]","[0.0199, 0.0009]","[0.0846, 0.0037]","[0.0248, 0.0014]","[0.0218, 0.0011]","[0.02, 0.0009]","[0.0308, 0.0021]","[0.0128, 0.0005]","[0.0331, 0.0027]","[0.0696, 0.0043]","[0.0918, 0.0051]","[0.1104, 0.0055]","[0.0448, 0.0035]","[0.1723, 0.0067]"
CE-VAE,200,0.0001,0.0001,0.01,0.0001,1,,0.0001,300,0.4,Adam,"[0.0562, 0.0028]","[0.0511, 0.0023]","[0.0472, 0.002]","[0.0639, 0.0037]","[0.0348, 0.0013]","[0.1462, 0.0046]","[0.0449, 0.0019]","[0.0385, 0.0015]","[0.0337, 0.0013]","[0.0559, 0.0028]","[0.0221, 0.0007]","[0.0571, 0.0035]","[0.1277, 0.0058]","[0.162, 0.0064]","[0.1859, 0.0068]","[0.0823, 0.0047]","[0.2936, 0.008]"
CE-VAE,200,0.0001,0.0001,0.01,0.0001,1,,0.0005,300,0.4,Adam,"[0.0554, 0.0028]","[0.0495, 0.0023]","[0.0452, 0.002]","[0.0644, 0.0037]","[0.0324, 0.0012]","[0.1391, 0.0047]","[0.042, 0.0018]","[0.0351, 0.0014]","[0.031, 0.0012]","[0.0544, 0.0028]","[0.0194, 0.0006]","[0.0564, 0.0035]","[0.123, 0.0057]","[0.1526, 0.0063]","[0.1782, 0.0068]","[0.0816, 0.0047]","[0.2693, 0.0079]"
CE-VAE,200,0.0001,0.0001,0.01,0.0001,1,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CE-VAE,200,0.0001,0.0001,0.01,0.001,1,,0.0001,300,0.4,Adam,"[0.0572, 0.0028]","[0.0518, 0.0023]","[0.0478, 0.002]","[0.065, 0.0037]","[0.0352, 0.0013]","[0.1477, 0.0046]","[0.0453, 0.0019]","[0.0385, 0.0015]","[0.0341, 0.0013]","[0.0578, 0.0028]","[0.0222, 0.0007]","[0.0578, 0.0035]","[0.1288, 0.0058]","[0.1614, 0.0064]","[0.1881, 0.0068]","[0.0853, 0.0048]","[0.2958, 0.008]"
CE-VAE,200,0.0001,0.0001,0.01,0.001,1,,0.0005,300,0.4,Adam,"[0.0556, 0.0028]","[0.0496, 0.0023]","[0.0453, 0.002]","[0.0647, 0.0038]","[0.0324, 0.0012]","[0.1383, 0.0047]","[0.042, 0.0018]","[0.0352, 0.0014]","[0.0308, 0.0012]","[0.0558, 0.0028]","[0.0193, 0.0006]","[0.0578, 0.0035]","[0.1238, 0.0058]","[0.1529, 0.0063]","[0.176, 0.0067]","[0.0839, 0.0048]","[0.2656, 0.0078]"
CE-VAE,200,0.0001,0.0001,0.01,0.001,1,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CE-VAE,200,0.0001,0.0001,0.01,0.01,1,,0.0001,300,0.4,Adam,"[0.058, 0.0028]","[0.0524, 0.0023]","[0.0482, 0.002]","[0.066, 0.0038]","[0.0354, 0.0013]","[0.1484, 0.0046]","[0.0454, 0.0019]","[0.0387, 0.0015]","[0.0343, 0.0013]","[0.0578, 0.0028]","[0.0221, 0.0007]","[0.0588, 0.0035]","[0.1286, 0.0058]","[0.162, 0.0064]","[0.1897, 0.0068]","[0.0854, 0.0048]","[0.2954, 0.008]"
CE-VAE,200,0.0001,0.0001,0.01,0.01,1,,0.0005,300,0.4,Adam,"[0.0553, 0.0028]","[0.0494, 0.0023]","[0.0452, 0.002]","[0.0644, 0.0038]","[0.0322, 0.0012]","[0.1378, 0.0046]","[0.0419, 0.0018]","[0.0353, 0.0014]","[0.0309, 0.0012]","[0.0545, 0.0028]","[0.0192, 0.0006]","[0.0572, 0.0035]","[0.1231, 0.0058]","[0.1527, 0.0064]","[0.1765, 0.0068]","[0.0817, 0.0047]","[0.2666, 0.0079]"
CE-VAE,200,0.0001,0.0001,0.01,0.01,1,,0.001,300,0.4,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CE-VAE,200,0.0001,0.0001,0.01,0.1,1,,0.0001,300,0.4,Adam,"[0.0539, 0.0027]","[0.0488, 0.0022]","[0.0451, 0.002]","[0.0613, 0.0036]","[0.0333, 0.0012]","[0.1407, 0.0045]","[0.0425, 0.0018]","[0.0366, 0.0015]","[0.0325, 0.0012]","[0.0531, 0.0027]","[0.0212, 0.0007]","[0.0551, 0.0034]","[0.1203, 0.0056]","[0.1533, 0.0063]","[0.1792, 0.0067]","[0.0777, 0.0046]","[0.2834, 0.0079]"
CE-VAE,200,0.0001,0.0001,0.01,0.1,1,,0.0005,300,0.4,Adam,"[0.0486, 0.0026]","[0.0435, 0.0021]","[0.0399, 0.0019]","[0.0562, 0.0035]","[0.0291, 0.0011]","[0.1244, 0.0044]","[0.0368, 0.0017]","[0.0314, 0.0013]","[0.0278, 0.0011]","[0.048, 0.0026]","[0.018, 0.0006]","[0.0496, 0.0032]","[0.1057, 0.0053]","[0.1335, 0.006]","[0.1576, 0.0064]","[0.0709, 0.0044]","[0.2478, 0.0077]"
CE-VAE,200,0.0001,0.0001,0.01,0.1,1,,0.001,300,0.4,Adam,"[0.0441, 0.0025]","[0.0395, 0.002]","[0.0362, 0.0018]","[0.0508, 0.0034]","[0.0261, 0.0011]","[0.1128, 0.0042]","[0.0342, 0.0016]","[0.0282, 0.0012]","[0.0251, 0.001]","[0.0439, 0.0025]","[0.016, 0.0006]","[0.0459, 0.0032]","[0.0999, 0.0052]","[0.1222, 0.0058]","[0.1441, 0.0062]","[0.0659, 0.0043]","[0.2233, 0.0074]"
CE-VAE,200,0.0001,0.0001,0.01,1,1,,0.0001,300,0.4,Adam,"[0.0442, 0.0024]","[0.0406, 0.002]","[0.0378, 0.0018]","[0.0494, 0.0033]","[0.0287, 0.0011]","[0.1207, 0.0041]","[0.0363, 0.0017]","[0.0315, 0.0014]","[0.0284, 0.0012]","[0.0443, 0.0025]","[0.0191, 0.0007]","[0.0452, 0.0031]","[0.1004, 0.0051]","[0.1304, 0.0058]","[0.1547, 0.0062]","[0.0627, 0.0041]","[0.2512, 0.0075]"
CE-VAE,200,0.0001,0.0001,0.01,1,1,,0.0005,300,0.4,Adam,"[0.0333, 0.0022]","[0.0304, 0.0018]","[0.0283, 0.0015]","[0.0374, 0.0029]","[0.0214, 0.001]","[0.0927, 0.0037]","[0.0268, 0.0015]","[0.0235, 0.0012]","[0.0208, 0.0009]","[0.0334, 0.0022]","[0.0142, 0.0005]","[0.0338, 0.0027]","[0.0773, 0.0047]","[0.1005, 0.0053]","[0.1184, 0.0057]","[0.0489, 0.0037]","[0.1942, 0.007]"
CE-VAE,200,0.0001,0.0001,0.01,1,1,,0.001,300,0.4,Adam,"[0.0276, 0.002]","[0.0252, 0.0016]","[0.0234, 0.0014]","[0.031, 0.0027]","[0.0177, 0.0009]","[0.0758, 0.0034]","[0.0224, 0.0013]","[0.0194, 0.001]","[0.0173, 0.0009]","[0.0279, 0.002]","[0.0119, 0.0005]","[0.0272, 0.0024]","[0.0619, 0.0041]","[0.0796, 0.0046]","[0.0944, 0.0051]","[0.0394, 0.0033]","[0.1599, 0.0065]"
CE-VAE,200,0.0001,0.0001,0.1,0.0001,1,,0.0001,300,0.4,Adam,"[0.043, 0.0024]","[0.0396, 0.002]","[0.0369, 0.0018]","[0.0481, 0.0033]","[0.028, 0.0011]","[0.1177, 0.0041]","[0.0356, 0.0017]","[0.031, 0.0013]","[0.0274, 0.0011]","[0.0426, 0.0025]","[0.0187, 0.0007]","[0.0432, 0.003]","[0.099, 0.0051]","[0.1288, 0.0057]","[0.1497, 0.0061]","[0.0606, 0.004]","[0.2455, 0.0075]"
CE-VAE,200,0.0001,0.0001,0.1,0.0001,1,,0.0005,300,0.4,Adam,"[0.044, 0.0025]","[0.0396, 0.0021]","[0.0364, 0.0018]","[0.0511, 0.0034]","[0.0266, 0.0011]","[0.113, 0.0043]","[0.0338, 0.0017]","[0.0291, 0.0013]","[0.0258, 0.0011]","[0.0431, 0.0025]","[0.0168, 0.0006]","[0.0467, 0.0032]","[0.0966, 0.0052]","[0.1229, 0.0058]","[0.1435, 0.0062]","[0.0637, 0.0042]","[0.2213, 0.0073]"
CE-VAE,200,0.0001,0.0001,0.1,0.0001,1,,0.001,300,0.4,Adam,"[0.0349, 0.0022]","[0.0315, 0.0019]","[0.029, 0.0016]","[0.04, 0.003]","[0.0213, 0.001]","[0.089, 0.0038]","[0.0275, 0.0015]","[0.0232, 0.0012]","[0.0204, 0.001]","[0.0348, 0.0023]","[0.0135, 0.0006]","[0.0357, 0.0028]","[0.0779, 0.0047]","[0.0971, 0.0052]","[0.1117, 0.0055]","[0.0507, 0.0038]","[0.1753, 0.0066]"
CE-VAE,200,0.0001,0.0001,0.1,0.001,1,,0.0001,300,0.4,Adam,"[0.0436, 0.0025]","[0.0399, 0.002]","[0.0371, 0.0018]","[0.0494, 0.0033]","[0.0282, 0.0011]","[0.1193, 0.0041]","[0.035, 0.0017]","[0.0308, 0.0013]","[0.0278, 0.0011]","[0.0435, 0.0025]","[0.0188, 0.0007]","[0.0437, 0.003]","[0.0975, 0.005]","[0.1277, 0.0057]","[0.1516, 0.0062]","[0.0617, 0.0041]","[0.2483, 0.0075]"
CE-VAE,200,0.0001,0.0001,0.1,0.001,1,,0.0005,300,0.4,Adam,"[0.0452, 0.0025]","[0.0406, 0.0021]","[0.0372, 0.0018]","[0.0525, 0.0035]","[0.0269, 0.0011]","[0.1122, 0.0043]","[0.0349, 0.0017]","[0.0292, 0.0013]","[0.0257, 0.0011]","[0.0449, 0.0025]","[0.0165, 0.0006]","[0.0467, 0.0032]","[0.0994, 0.0053]","[0.1225, 0.0057]","[0.1413, 0.0061]","[0.0669, 0.0044]","[0.2149, 0.0073]"
CE-VAE,200,0.0001,0.0001,0.1,0.001,1,,0.001,300,0.4,Adam,"[0.0356, 0.0023]","[0.0323, 0.0019]","[0.0298, 0.0016]","[0.0405, 0.0031]","[0.0219, 0.001]","[0.0918, 0.0039]","[0.0283, 0.0015]","[0.0241, 0.0012]","[0.0214, 0.001]","[0.0357, 0.0023]","[0.0139, 0.0006]","[0.036, 0.0028]","[0.0794, 0.0048]","[0.0989, 0.0053]","[0.1166, 0.0057]","[0.052, 0.0038]","[0.1825, 0.0068]"
