model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,600,0.3,Adam,"[0.0577, 0.0028]","[0.0517, 0.0023]","[0.0473, 0.002]","[0.0668, 0.0038]","[0.0336, 0.0012]","[0.1397, 0.0047]","[0.0442, 0.0019]","[0.0371, 0.0014]","[0.0322, 0.0012]","[0.0571, 0.0028]","[0.0197, 0.0007]","[0.0592, 0.0036]","[0.1273, 0.0058]","[0.157, 0.0064]","[0.1785, 0.0068]","[0.0852, 0.0048]","[0.2613, 0.0077]"
CDE-VAE,200,1e-05,,0.0005,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,1e-05,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,600,0.3,Adam,"[0.0591, 0.0029]","[0.0526, 0.0023]","[0.048, 0.002]","[0.069, 0.0039]","[0.0338, 0.0013]","[0.14, 0.0047]","[0.0444, 0.0019]","[0.037, 0.0015]","[0.0321, 0.0012]","[0.0585, 0.0029]","[0.0197, 0.0007]","[0.0611, 0.0036]","[0.1268, 0.0058]","[0.1556, 0.0063]","[0.1778, 0.0067]","[0.0864, 0.0048]","[0.2601, 0.0077]"
CDE-VAE,200,0.0001,,0.0005,600,0.3,Adam,"[0.03, 0.0021]","[0.0267, 0.0018]","[0.0244, 0.0015]","[0.0353, 0.0029]","[0.018, 0.001]","[0.073, 0.0034]","[0.0222, 0.0014]","[0.0189, 0.0011]","[0.0166, 0.0009]","[0.0291, 0.0021]","[0.0124, 0.0006]","[0.0297, 0.0024]","[0.053, 0.0038]","[0.0661, 0.0042]","[0.0773, 0.0045]","[0.0362, 0.0031]","[0.1472, 0.0061]"
CDE-VAE,200,0.0001,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.001,,0.0001,600,0.3,Adam,"[0.0617, 0.0029]","[0.0549, 0.0024]","[0.0502, 0.0021]","[0.0723, 0.004]","[0.0356, 0.0013]","[0.1483, 0.0048]","[0.046, 0.0019]","[0.0388, 0.0015]","[0.034, 0.0013]","[0.0611, 0.0029]","[0.0209, 0.0007]","[0.0645, 0.0037]","[0.1332, 0.0059]","[0.1651, 0.0066]","[0.1885, 0.0069]","[0.0919, 0.005]","[0.2758, 0.0079]"
CDE-VAE,200,0.001,,0.0005,600,0.3,Adam,"[0.0591, 0.0029]","[0.0526, 0.0023]","[0.048, 0.002]","[0.0693, 0.0039]","[0.0342, 0.0012]","[0.1463, 0.0048]","[0.0439, 0.0018]","[0.037, 0.0014]","[0.0324, 0.0012]","[0.058, 0.0029]","[0.0205, 0.0007]","[0.0617, 0.0036]","[0.1274, 0.0058]","[0.1581, 0.0064]","[0.1828, 0.0068]","[0.0872, 0.0049]","[0.2812, 0.0079]"
CDE-VAE,200,0.001,,0.001,600,0.3,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.01,,0.0001,600,0.3,Adam,"[0.0428, 0.0025]","[0.0391, 0.002]","[0.0364, 0.0018]","[0.0486, 0.0033]","[0.0276, 0.0011]","[0.1145, 0.004]","[0.0344, 0.0017]","[0.0301, 0.0013]","[0.0272, 0.0012]","[0.0422, 0.0025]","[0.0183, 0.0007]","[0.0431, 0.003]","[0.0928, 0.0049]","[0.1217, 0.0056]","[0.1449, 0.006]","[0.0588, 0.004]","[0.2365, 0.0074]"
CDE-VAE,200,0.01,,0.0005,600,0.3,Adam,"[0.052, 0.0027]","[0.0472, 0.0022]","[0.0436, 0.0019]","[0.059, 0.0036]","[0.0321, 0.0013]","[0.1323, 0.0044]","[0.0416, 0.0019]","[0.0354, 0.0015]","[0.0311, 0.0012]","[0.0514, 0.0027]","[0.0204, 0.0007]","[0.053, 0.0033]","[0.1146, 0.0055]","[0.1439, 0.0061]","[0.1665, 0.0065]","[0.0727, 0.0044]","[0.264, 0.0077]"
CDE-VAE,200,0.01,,0.001,600,0.3,Adam,"[0.0523, 0.0027]","[0.0474, 0.0022]","[0.0438, 0.002]","[0.0598, 0.0036]","[0.0322, 0.0013]","[0.1337, 0.0044]","[0.0411, 0.0018]","[0.0356, 0.0015]","[0.0316, 0.0013]","[0.0518, 0.0027]","[0.0203, 0.0007]","[0.0537, 0.0034]","[0.1141, 0.0055]","[0.1456, 0.0061]","[0.1711, 0.0066]","[0.0735, 0.0044]","[0.2655, 0.0078]"
CDE-VAE,200,0.1,,0.0001,600,0.3,Adam,"[0.0096, 0.0011]","[0.0096, 0.0009]","[0.0093, 0.0008]","[0.0096, 0.0014]","[0.0082, 0.0006]","[0.0339, 0.0019]","[0.0097, 0.0009]","[0.0091, 0.0007]","[0.0082, 0.0006]","[0.0101, 0.0012]","[0.0067, 0.0004]","[0.0084, 0.0011]","[0.0241, 0.0025]","[0.0346, 0.003]","[0.0408, 0.0033]","[0.0126, 0.0018]","[0.0833, 0.0046]"
CDE-VAE,200,0.1,,0.0005,600,0.3,Adam,"[0.0163, 0.0015]","[0.015, 0.0013]","[0.014, 0.0011]","[0.0181, 0.002]","[0.0114, 0.0007]","[0.0471, 0.0025]","[0.0133, 0.0011]","[0.0118, 0.0008]","[0.0109, 0.0007]","[0.0167, 0.0016]","[0.0088, 0.0005]","[0.0153, 0.0016]","[0.0333, 0.003]","[0.0442, 0.0035]","[0.054, 0.0038]","[0.0217, 0.0024]","[0.1059, 0.0052]"
CDE-VAE,200,0.1,,0.001,600,0.3,Adam,"[0.0163, 0.0015]","[0.015, 0.0012]","[0.0141, 0.0011]","[0.0179, 0.0019]","[0.0115, 0.0007]","[0.0475, 0.0025]","[0.0133, 0.001]","[0.0119, 0.0008]","[0.0111, 0.0007]","[0.0172, 0.0016]","[0.0088, 0.0005]","[0.0157, 0.0017]","[0.0331, 0.003]","[0.0437, 0.0034]","[0.0547, 0.0038]","[0.0224, 0.0025]","[0.1076, 0.0052]"
CDE-VAE,200,1.0,,0.0001,600,0.3,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0266, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0184, 0.0022]","[0.0262, 0.0027]","[0.0331, 0.003]","[0.0081, 0.0014]","[0.0676, 0.0042]"
CDE-VAE,200,1.0,,0.0005,600,0.3,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.007, 0.0012]","[0.0064, 0.0005]","[0.0266, 0.0016]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.018, 0.0022]","[0.0277, 0.0027]","[0.0332, 0.003]","[0.0082, 0.0014]","[0.0675, 0.0042]"
CDE-VAE,200,1.0,,0.001,600,0.3,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0076, 0.0007]","[0.0072, 0.0006]","[0.0067, 0.0005]","[0.0082, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0182, 0.0022]","[0.0276, 0.0027]","[0.034, 0.003]","[0.0094, 0.0015]","[0.0673, 0.0042]"
