model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,300,0.2,Adam,"[0.059, 0.0028]","[0.0528, 0.0023]","[0.0483, 0.002]","[0.0679, 0.0038]","[0.0345, 0.0012]","[0.1451, 0.0047]","[0.0454, 0.0019]","[0.0377, 0.0015]","[0.0328, 0.0012]","[0.0582, 0.0029]","[0.0206, 0.0007]","[0.0608, 0.0036]","[0.1309, 0.0059]","[0.1614, 0.0064]","[0.1848, 0.0068]","[0.0852, 0.0048]","[0.2783, 0.0079]"
CDE-VAE,200,1e-05,,0.0005,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,1e-05,,0.001,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.0001,,0.0001,300,0.2,Adam,"[0.0588, 0.0028]","[0.0528, 0.0023]","[0.0482, 0.002]","[0.0679, 0.0038]","[0.0344, 0.0013]","[0.1437, 0.0047]","[0.0453, 0.0019]","[0.0379, 0.0015]","[0.033, 0.0012]","[0.0587, 0.0029]","[0.0205, 0.0007]","[0.0601, 0.0035]","[0.1298, 0.0059]","[0.1603, 0.0065]","[0.1823, 0.0068]","[0.0865, 0.0048]","[0.2737, 0.0079]"
CDE-VAE,200,0.0001,,0.0005,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.0001,,0.001,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.001,,0.0001,300,0.2,Adam,"[0.0605, 0.0029]","[0.0542, 0.0024]","[0.0497, 0.0021]","[0.0698, 0.0039]","[0.0357, 0.0013]","[0.1471, 0.0047]","[0.0465, 0.002]","[0.0391, 0.0015]","[0.0342, 0.0013]","[0.0595, 0.0029]","[0.0217, 0.0008]","[0.0627, 0.0037]","[0.1307, 0.0059]","[0.1615, 0.0064]","[0.1856, 0.0068]","[0.0862, 0.0048]","[0.2796, 0.0079]"
CDE-VAE,200,0.001,,0.0005,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.001,,0.001,300,0.2,Adam,"[0.001, 0.0003]","[0.0009, 0.0003]","[0.0009, 0.0002]","[0.0011, 0.0005]","[0.0008, 0.0002]","[0.0035, 0.0006]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.0008, 0.0002]","[0.001, 0.0003]","[0.0007, 0.0001]","[0.0009, 0.0004]","[0.0016, 0.0006]","[0.0027, 0.0008]","[0.0035, 0.0009]","[0.0011, 0.0005]","[0.009, 0.0015]"
CDE-VAE,200,0.01,,0.0001,300,0.2,Adam,"[0.0368, 0.0023]","[0.0338, 0.0019]","[0.0316, 0.0017]","[0.0411, 0.003]","[0.0244, 0.0011]","[0.1011, 0.0037]","[0.0303, 0.0016]","[0.0264, 0.0013]","[0.024, 0.0011]","[0.0364, 0.0023]","[0.0168, 0.0007]","[0.0364, 0.0027]","[0.081, 0.0046]","[0.1041, 0.0052]","[0.1247, 0.0056]","[0.0499, 0.0036]","[0.2143, 0.0071]"
CDE-VAE,200,0.01,,0.0005,300,0.2,Adam,"[0.0506, 0.0027]","[0.0458, 0.0022]","[0.0422, 0.0019]","[0.0582, 0.0036]","[0.031, 0.0013]","[0.1261, 0.0043]","[0.0395, 0.0018]","[0.0341, 0.0015]","[0.0299, 0.0012]","[0.0501, 0.0027]","[0.0196, 0.0007]","[0.0499, 0.0032]","[0.1075, 0.0054]","[0.1357, 0.006]","[0.1562, 0.0063]","[0.0695, 0.0043]","[0.2481, 0.0076]"
CDE-VAE,200,0.01,,0.001,300,0.2,Adam,"[0.0526, 0.0027]","[0.0474, 0.0023]","[0.0436, 0.002]","[0.0604, 0.0037]","[0.0319, 0.0013]","[0.1321, 0.0044]","[0.0411, 0.0019]","[0.0349, 0.0015]","[0.0307, 0.0012]","[0.0515, 0.0027]","[0.02, 0.0007]","[0.0528, 0.0033]","[0.1132, 0.0055]","[0.1417, 0.006]","[0.1671, 0.0065]","[0.0728, 0.0044]","[0.2606, 0.0077]"
CDE-VAE,200,0.1,,0.0001,300,0.2,Adam,"[0.0091, 0.001]","[0.0091, 0.0009]","[0.0089, 0.0008]","[0.0089, 0.0013]","[0.0079, 0.0006]","[0.0327, 0.0018]","[0.0093, 0.0008]","[0.009, 0.0007]","[0.0082, 0.0006]","[0.0097, 0.0011]","[0.0065, 0.0004]","[0.0078, 0.001]","[0.0232, 0.0024]","[0.0342, 0.003]","[0.0406, 0.0033]","[0.0117, 0.0017]","[0.0811, 0.0046]"
CDE-VAE,200,0.1,,0.0005,300,0.2,Adam,"[0.0165, 0.0015]","[0.0151, 0.0013]","[0.0141, 0.0011]","[0.0184, 0.002]","[0.0115, 0.0007]","[0.0475, 0.0025]","[0.0134, 0.0011]","[0.0118, 0.0009]","[0.011, 0.0007]","[0.017, 0.0016]","[0.0088, 0.0005]","[0.0157, 0.0017]","[0.0335, 0.003]","[0.0435, 0.0034]","[0.0544, 0.0038]","[0.022, 0.0024]","[0.1064, 0.0052]"
CDE-VAE,200,0.1,,0.001,300,0.2,Adam,"[0.0164, 0.0015]","[0.0151, 0.0012]","[0.0142, 0.0011]","[0.0182, 0.0019]","[0.0116, 0.0007]","[0.0474, 0.0025]","[0.0135, 0.0011]","[0.0119, 0.0009]","[0.0112, 0.0007]","[0.0174, 0.0016]","[0.0088, 0.0005]","[0.0159, 0.0017]","[0.0329, 0.0029]","[0.0431, 0.0034]","[0.0539, 0.0038]","[0.0223, 0.0024]","[0.1067, 0.0052]"
CDE-VAE,200,1.0,,0.0001,300,0.2,Adam,"[0.0072, 0.0009]","[0.0072, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0065, 0.0009]","[0.0186, 0.0022]","[0.0261, 0.0026]","[0.0327, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,1.0,,0.0005,300,0.2,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0074, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.0069, 0.001]","[0.0181, 0.0022]","[0.0282, 0.0028]","[0.0328, 0.003]","[0.0082, 0.0014]","[0.0676, 0.0042]"
CDE-VAE,200,1.0,,0.001,300,0.2,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0067, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0282, 0.0028]","[0.0334, 0.003]","[0.0094, 0.0015]","[0.0673, 0.0042]"
CDE-VAE,200,10.0,,0.0001,300,0.2,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0262, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0681, 0.0042]"
CDE-VAE,200,10.0,,0.0005,300,0.2,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0068, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0076, 0.0008]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0074, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0186, 0.0022]","[0.0278, 0.0027]","[0.0332, 0.003]","[0.0082, 0.0014]","[0.0674, 0.0042]"
CDE-VAE,200,10.0,,0.001,300,0.2,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0067, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0178, 0.0021]","[0.0282, 0.0028]","[0.0345, 0.003]","[0.0094, 0.0015]","[0.067, 0.0042]"
CDE-VAE,200,100.0,,0.0001,300,0.2,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0262, 0.0027]","[0.0327, 0.003]","[0.0081, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,200,100.0,,0.0005,300,0.2,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.0269, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0069, 0.001]","[0.018, 0.0022]","[0.0278, 0.0027]","[0.0333, 0.003]","[0.0082, 0.0014]","[0.0672, 0.0042]"
CDE-VAE,200,100.0,,0.001,300,0.2,Adam,"[0.0073, 0.0009]","[0.0073, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0094, 0.0015]","[0.067, 0.0042]"
CDE-VAE,200,1000.0,,0.0001,300,0.2,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,1000.0,,0.0005,300,0.2,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0072, 0.0012]","[0.0064, 0.0005]","[0.027, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0278, 0.0027]","[0.0333, 0.003]","[0.0082, 0.0014]","[0.0675, 0.0042]"
CDE-VAE,200,1000.0,,0.001,300,0.2,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0066, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0094, 0.0015]","[0.0673, 0.0042]"
CDE-VAE,200,10000.0,,0.0001,300,0.2,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
CDE-VAE,200,10000.0,,0.0005,300,0.2,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.0269, 0.0017]","[0.0075, 0.0007]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.007, 0.001]","[0.018, 0.0022]","[0.0278, 0.0027]","[0.0331, 0.003]","[0.0081, 0.0014]","[0.0675, 0.0042]"
CDE-VAE,200,10000.0,,0.001,300,0.2,Adam,"[0.0073, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0071, 0.0012]","[0.0064, 0.0005]","[0.0268, 0.0017]","[0.0074, 0.0007]","[0.0072, 0.0006]","[0.0068, 0.0005]","[0.0081, 0.001]","[0.0053, 0.0003]","[0.0067, 0.001]","[0.0178, 0.0021]","[0.0276, 0.0027]","[0.0347, 0.003]","[0.0094, 0.0015]","[0.0673, 0.0042]"
