model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,0.01,,0.0001,300,0.5,Adam,"[2.4015, 0.0539]","[0.0558, 0.0027]","[0.0526, 0.0023]","[0.0502, 0.002]","[0.0603, 0.0035]","[0.0417, 0.0014]","[0.1123, 0.0032]","[0.0492, 0.002]","[0.0447, 0.0017]","[0.0416, 0.0015]","[0.0549, 0.0027]","[0.0319, 0.001]","[0.0478, 0.0024]","[0.0713, 0.0039]","[0.0939, 0.0043]","[0.1158, 0.0047]","[0.0415, 0.003]","[0.2092, 0.006]"
