model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,0.001,,0.0001,600,0.5,Adam,"[2.488, 0.0571]","[0.0711, 0.0032]","[0.064, 0.0027]","[0.0588, 0.0024]","[0.0817, 0.0042]","[0.0425, 0.0015]","[0.1534, 0.0048]","[0.0551, 0.0023]","[0.0468, 0.0018]","[0.0411, 0.0015]","[0.0714, 0.0033]","[0.0259, 0.0009]","[0.0719, 0.0037]","[0.1276, 0.0055]","[0.1587, 0.0061]","[0.1836, 0.0064]","[0.0869, 0.0046]","[0.2697, 0.0073]"
