model,R-Precision,NDCG,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
CDE-VAE,0.07279999999999999,0.15430000000000002,0.08285,0.07188333333333334,0.05935000000000001,0.07163333333333334,0.05543333333333334,0.041299999999999996,0.0868,0.12846666666666665,0.1842
