model,R-Precision,NDCG,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
CE-VAE,0.07234,0.16206,0.08222,0.07166,0.05928,0.07098,0.05554,0.04148,0.08896,0.13478,0.19506
