model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,600,0.5,Adam,"[2.5561, 0.0533]","[0.0712, 0.0032]","[0.0642, 0.0026]","[0.059, 0.0023]","[0.0812, 0.0042]","[0.0429, 0.0015]","[0.1615, 0.0048]","[0.0558, 0.0022]","[0.047, 0.0017]","[0.0412, 0.0014]","[0.0714, 0.0032]","[0.0264, 0.0008]","[0.0722, 0.0038]","[0.1349, 0.0056]","[0.1672, 0.0062]","[0.1934, 0.0066]","[0.0892, 0.0046]","[0.2971, 0.0076]"
