model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.0001,0.0001,0.001,0.001,1,,0.0001,600,0.5,Adam,"[2.5586, 0.0533]","[0.0718, 0.0032]","[0.0647, 0.0027]","[0.0595, 0.0023]","[0.0821, 0.0043]","[0.0431, 0.0015]","[0.1623, 0.0048]","[0.0557, 0.0022]","[0.0475, 0.0017]","[0.0416, 0.0015]","[0.0715, 0.0033]","[0.0264, 0.0008]","[0.0727, 0.0037]","[0.1346, 0.0056]","[0.1692, 0.0062]","[0.1956, 0.0066]","[0.0898, 0.0046]","[0.2968, 0.0076]"
