model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VAE,200,0.0001,0.0001,0.001,0.001,1,,0.0001,600,0.5,Adam,"[2.5532, 0.0532]","[0.0714, 0.0032]","[0.0643, 0.0027]","[0.0592, 0.0023]","[0.0819, 0.0042]","[0.0429, 0.0015]","[0.1621, 0.0048]","[0.0556, 0.0022]","[0.0472, 0.0017]","[0.0417, 0.0014]","[0.0707, 0.0032]","[0.0263, 0.0008]","[0.0727, 0.0038]","[0.1343, 0.0057]","[0.1684, 0.0062]","[0.1961, 0.0066]","[0.0886, 0.0046]","[0.2968, 0.0076]"
