F-MAP@10,F-MAP@20,F-MAP@5,model
0.0,0.0025,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.043452380952380916,-0.00022089537569414122,0.0,CE-VNCF
0.0,-0.0025,0.0,CE-VNCF
-0.01,-0.0050000000000000044,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.10246031746031746,-0.07870601620601621,0.0,CE-VNCF
0.0,-0.01730886652906776,0.0,CE-VNCF
0.0,-0.01730886652906776,0.0,CE-VNCF
0.08194444444444449,0.06022553319573438,0.11666666666666667,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.10956349206349207,-0.07424478299478302,-0.09,CE-VNCF
0.039285714285714264,0.0370582399626517,0.05,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.27178571428571424,-0.13589285714285715,-0.4566666666666666,CE-VNCF
0.02999999999999998,0.06668203421105902,0.04,CE-VNCF
-0.11456349206349199,-0.06973655730234679,-0.1,CE-VNCF
0.14999999999999994,0.07500000000000001,0.30000000000000004,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.1119444444444444,-0.05597222222222223,-0.15666666666666665,CE-VNCF
0.0,0.0079093567251462,0.0,CE-VNCF
0.09500000000000007,0.04749999999999977,0.15666666666666662,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0027777777777777783,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.04999999999999999,0.02499999999999997,0.1,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.10638888888888877,0.07642979161361507,0.09000000000000008,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.03173082829623086,0.0,CE-VNCF
-0.0892857142857143,-0.044642857142857116,-0.11666666666666665,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.03361111111111111,-0.06421965891006139,0.0,CE-VNCF
0.014285714285714237,0.007142857142857118,0.0,CE-VNCF
0.0,0.028789651825642536,0.0,CE-VNCF
-0.025555555555555557,0.016115337835538982,-0.040000000000000036,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.07833333333333334,-0.03916666666666667,-0.15666666666666665,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.08706349206349195,0.02719690547670428,0.03999999999999995,CE-VNCF
-0.0645634920634921,-0.032911998132586266,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.02361111111111125,-0.01721491228070171,0.0,CE-VNCF
-0.04345238095238097,0.0032211538461538462,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.009999999999999995,0.01800470362970363,0.0,CE-VNCF
-0.0034523809523809845,-0.002425491175491179,0.06666666666666665,CE-VNCF
0.0,0.01994734432234435,0.0,CE-VNCF
0.0,-0.0025,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.03666666666666667,0.005775058275058295,0.04,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.024285714285714355,-0.017833442142652922,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,-0.00835053319573443,0.0,CE-VNCF
0.014285714285714237,0.015052213868003372,0.0,CE-VNCF
0.061666666666666675,0.030833333333333338,0.09,CE-VNCF
0.14194444444444446,0.10708370061311234,0.21666666666666665,CE-VNCF
0.016666666666666673,0.008333333333333331,0.0,CE-VNCF
0.0,0.0079093567251462,0.0,CE-VNCF
0.02805555555555557,0.011527777777777777,0.09,CE-VNCF
0.0,0.008391608391608405,0.0,CE-VNCF
-0.02111111111111108,0.004006102042092841,0.0,CE-VNCF
-0.09999999999999992,-0.04749999999999993,-0.2,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.24194444444444466,0.12801767676767672,0.4166666666666666,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.004285714285714337,-0.012060439560439562,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.033611111111111036,0.03522692585192588,0.0,CE-VNCF
0.03539682539682554,0.02511599511599505,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.005131578947368421,0.0,CE-VNCF
-0.1328968253968254,-0.05975198412698408,-0.15666666666666665,CE-VNCF
0.0,-0.020880295100496337,0.0,CE-VNCF
0.18634920634920632,0.12004612411152672,0.15666666666666665,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.0267857142857143,0.0005826760528772902,0.0,CE-VNCF
0.25055555555555553,0.12039241095162152,0.5233333333333333,CE-VNCF
0.012499999999999985,-0.01213029510049632,0.05,CE-VNCF
0.0645634920634921,0.059415237540237587,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.07361111111111107,0.04300856307435247,0.09999999999999998,CE-VNCF
-0.08456349206349205,-0.06434440043960167,-0.04,CE-VNCF
-0.033611111111111085,-0.007507309941520545,0.0,CE-VNCF
0.0066666666666665994,0.021993605809395245,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.08456349206349201,0.053935043714455344,0.040000000000000036,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.1811111111111111,0.10823754676695853,0.30000000000000004,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.02500000000000001,0.018805078650279836,0.05,CE-VNCF
0.1283333333333334,0.09375908297928416,0.2566666666666666,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.02111111111111108,0.03466366450886582,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,-0.0037426900584795406,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.12261904761904766,-0.05132388960368839,-0.21666666666666667,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.19412698412698406,0.134244752280743,0.13,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.016666666666666833,0.008333333333333194,0.0,CE-VNCF
-0.05472222222222217,-0.03548710792131843,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.093452380952381,-0.033375657280456016,-0.1,CE-VNCF
0.0,-0.0334385701587714,0.0,CE-VNCF
0.1790079365079365,0.08283730158730153,0.20666666666666664,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.00645833333333333,0.0,CE-VNCF
0.06456349206349207,0.040993867243867235,0.0,CE-VNCF
-0.06428571428571417,-0.034642857142857086,-0.09999999999999998,CE-VNCF
-0.028888888888888912,-0.028419977640178926,-0.1,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.012177033492822963,0.0,CE-VNCF
-0.014285714285714284,-0.007142857142857131,0.0,CE-VNCF
0.14289682539682536,0.0875781163281163,0.15666666666666662,CE-VNCF
0.0,0.012558275058275064,0.0,CE-VNCF
0.009841269841269816,-0.037361889486502486,0.0,CE-VNCF
0.014285714285714275,0.007142857142857145,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.01,0.02374188311688313,0.0,CE-VNCF
0.02500000000000001,0.035326939142728615,0.05,CE-VNCF
-0.0055555555555555644,-0.002777777777777768,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.016666666666666673,0.008333333333333331,0.0,CE-VNCF
0.0478968253968254,0.035060916465715235,0.0,CE-VNCF
0.13634920634920636,0.06539682539682541,0.09,CE-VNCF
-0.08583333333333343,-0.031161156095366627,-0.21666666666666667,CE-VNCF
-0.02111111111111119,-0.011901709401709426,0.0,CE-VNCF
-0.07833333333333325,-0.03499999999999992,-0.15666666666666662,CE-VNCF
-0.011111111111111129,0.01573629586787481,0.0,CE-VNCF
0.031111111111110982,0.03956404706404715,0.0,CE-VNCF
-0.03361111111111111,-0.036268592518592525,0.0,CE-VNCF
0.0,0.005131578947368487,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
