F-MAP@10,F-MAP@20,F-MAP@5,model
0.0,-0.0256593997248022,0.0,CE-VNCF
-0.06456349206349207,-0.03682720057720057,0.0,CE-VNCF
-0.034484126984126895,-0.014489191364191243,-0.26,CE-VNCF
0.1786111111111111,0.10876859251859257,0.25666666666666665,CE-VNCF
0.06694444444444436,0.0466481873389768,0.06666666666666654,CE-VNCF
0.05039682539682538,0.05388844707923651,0.05,CE-VNCF
0.00999999999999998,0.017558275058275064,0.0,CE-VNCF
0.011111111111111113,0.005555555555555557,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.012500000000000068,-0.013344869999281972,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.09789682539682533,0.06890487071408112,0.09999999999999998,CE-VNCF
-0.06456349206349207,-0.06572031619051742,0.0,CE-VNCF
0.0,0.005131578947368421,0.0,CE-VNCF
0.06456349206349199,0.04313227922748042,0.0,CE-VNCF
0.0,0.005131578947368421,0.0,CE-VNCF
0.050952380952380916,0.027983089322098587,0.040000000000000015,CE-VNCF
0.12694444444444436,0.15026474535955947,0.16666666666666669,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.037896825396825394,0.018948412698412687,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.01,-0.007941176470588243,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.042063492063492025,0.020722148508526217,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.08678571428571441,0.006829286984085747,0.10666666666666663,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.11210317460317454,0.05959811022311035,0.30000000000000004,CE-VNCF
-0.0478968253968254,-0.049477626132037884,0.0,CE-VNCF
-0.008611111111111111,-0.03261254676695849,0.05,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.01,0.02245645801566855,0.0,CE-VNCF
0.0,-0.009399509803921563,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.015555555555555434,0.013821217482208105,-0.040000000000000036,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.03666666666666663,0.026346153846153908,0.040000000000000036,CE-VNCF
0.0,-0.011475533195734432,0.0,CE-VNCF
0.00500000000000006,0.006567049221848004,0.00999999999999998,CE-VNCF
0.04345238095238097,0.028494121332743608,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.04789682539682541,-0.05392042383141457,0.0,CE-VNCF
0.08607142857142858,0.05254148629148625,-0.10000000000000003,CE-VNCF
0.0,-0.014917582417582426,0.0,CE-VNCF
-0.12384920634920635,-0.0780543068043068,-0.09,CE-VNCF
0.01,0.0050000000000000044,0.0,CE-VNCF
0.0,0.0033333333333333322,0.0,CE-VNCF
0.016666666666666673,-0.013349726254138009,0.0,CE-VNCF
-0.1833333333333333,-0.11126153666594847,-0.3666666666666667,CE-VNCF
0.04805555555555552,0.0045647408147407855,0.21666666666666656,CE-VNCF
-0.09472222222222222,-0.024773074148074132,-0.25666666666666665,CE-VNCF
0.0,-0.0334385701587714,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.23412698412698416,0.1559863695815708,0.19666666666666666,CE-VNCF
0.08845238095238096,0.05362570028011203,0.09,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.010000000000000007,-0.013712121212121177,0.0,CE-VNCF
0.054563492063492036,0.023115079365079342,0.0,CE-VNCF
