F-MAP@10,F-MAP@20,F-MAP@5,model
0.0,0.0,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.009999999999999998,-0.013712121212121215,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.033611111111111105,-0.027803680237890788,0.0,CE-VNCF
0.0,0.03700999873019983,0.0,CE-VNCF
0.05722222222222222,0.035546441862231354,0.15666666666666665,CE-VNCF
-0.020000000000000014,-0.018350533195734372,-0.040000000000000036,CE-VNCF
0.04761904761904767,0.04580312961891897,0.06666666666666654,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.1976190476190476,0.11227223649243777,0.3666666666666666,CE-VNCF
0.0,0.023761536665948463,0.0,CE-VNCF
0.00500000000000006,0.00250000000000003,0.00999999999999998,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.12500000000000006,0.09260523682543807,0.24999999999999994,CE-VNCF
0.0,0.017308866529067934,0.0,CE-VNCF
0.06261904761904757,0.025538579067990785,0.11666666666666667,CE-VNCF
0.05095238095238097,0.024817425221836945,0.040000000000000036,CE-VNCF
0.2492857142857143,0.12949691240132422,0.4566666666666666,CE-VNCF
0.0,-0.01397553319573443,0.0,CE-VNCF
-0.19412698412698406,-0.1499650991853004,-0.13,CE-VNCF
0.0,0.0,0.0,CE-VNCF
-0.021111111111111112,-0.007683427683427689,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,-0.0334385701587714,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.059999999999999935,0.034545454545454664,0.09999999999999998,CE-VNCF
0.0,0.018380295100496324,0.0,CE-VNCF
0.0,-0.0309385701587714,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.1033333333333334,0.03436691383092305,0.20666666666666653,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.021111111111111112,0.03407654329674454,0.0,CE-VNCF
0.0,-0.005718954248366021,0.0,CE-VNCF
0.0,0.0079093567251462,0.0,CE-VNCF
0.07456349206349208,0.03728174603174601,0.04,CE-VNCF
0.12611111111111106,0.09986633464574636,0.15666666666666662,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.0,-0.006458333333333332,0.0,CE-VNCF
0.0,0.0,0.0,CE-VNCF
0.06456349206349207,0.03682720057720057,0.0,CE-VNCF
