model,F-MAP@5,F-MAP@10,F-MAP@20
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,-0.0025000000000000577
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0038461538461538325
E-CDE-VAE,0.0,0.059007936507936454,0.0200738896036885
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.09000000000000008,0.11623015873015863,0.06026260504201686
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.0025000000000000577
E-CDE-VAE,-0.040000000000000036,-0.05095238095238097,-0.0363267236719248
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,0.012802287581699434
E-CDE-VAE,-0.040000000000000036,-0.06789682539682518,-0.031001984126984183
E-CDE-VAE,0.0,0.0,0.0011858076563959763
E-CDE-VAE,0.0,0.0,-0.0038461538461538325
E-CDE-VAE,0.0,0.0,0.0025000000000000577
E-CDE-VAE,0.0,0.0,-0.002941176470588225
E-CDE-VAE,0.0,-0.02111111111111097,-0.026576543296744526
E-CDE-VAE,0.04,0.01999999999999999,0.007817460317460334
E-CDE-VAE,0.040000000000000036,0.0030555555555555336,0.0021139021796916513
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.0,-0.0006249999999999867
E-CDE-VAE,0.0,-0.01666666666666672,0.0030425824175824845
E-CDE-VAE,0.0,-0.026666666666666672,-0.013333333333333308
E-CDE-VAE,0.0,0.0,-0.014917582417582453
E-CDE-VAE,0.0,0.0,-0.007909356725146366
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.15999999999999998,0.06333333333333324,0.024369747899159577
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,-0.016666666666666607,-0.00032051282051270835
E-CDE-VAE,0.0,-0.01666666666666672,-0.019436738656940067
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,-0.01666666666666683,-0.008333333333333304
E-CDE-VAE,0.0,0.0,-0.005409356725146253
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.2,0.09000000000000008,0.04003707184628236
E-CDE-VAE,0.0,0.0,-0.002777777777777768
E-CDE-VAE,0.0,0.0,0.0031249999999999334
E-CDE-VAE,0.0,-0.014285714285714235,-0.0013862781954886438
E-CDE-VAE,-0.040000000000000036,-0.03984126984126979,-0.03032473954494075
E-CDE-VAE,0.0,0.0,0.004585137085137081
E-CDE-VAE,0.0,0.0,-0.0038461538461538325
E-CDE-VAE,0.0,-0.014285714285714235,-0.020279393808805724
E-CDE-VAE,0.0,-0.014285714285714235,-0.0013862781954886438
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,0.0,0.059007936507936454,0.029503968253968393
E-CDE-VAE,0.0,0.014285714285714284,-0.0011137218045112751
E-CDE-VAE,0.0,0.0,0.0
E-CDE-VAE,-0.040000000000000036,-0.036666666666666625,-0.018333333333333368
E-CDE-VAE,0.0,0.0,-0.0033333333333332993
E-CDE-VAE,0.0,0.0,-0.0038461538461538325
E-CDE-VAE,0.0,0.0,-0.004545454545454408
