User,Time,Energy
2732,1,8.806079553440213
2732,2,9.051452163606882
2732,3,9.331253290176392
2732,4,9.9928332939744
2732,5,10.482843734323978
2607,1,12.285994164645672
2607,2,12.204205058515072
2607,3,12.291347980499268
2607,4,12.262496620416641
2607,5,12.80810434371233
1653,1,9.65480711311102
1653,2,9.76729791611433
1653,3,9.84750958532095
1653,4,9.834644831717014
1653,5,9.944380607455969
3264,1,10.541130635887384
3264,2,10.577772710472345
3264,3,10.54222771525383
3264,4,10.508569233119488
3264,5,10.688730392605066
4931,1,9.076039474457502
4931,2,9.303441237658262
4931,3,9.359128832817078
4931,4,9.325201354920864
4931,5,9.254193119704723
4859,1,8.344521967694163
4859,2,8.61927767843008
4859,3,8.681763598695397
4859,4,8.810295158997178
4859,5,8.817518020048738
5827,1,10.577852487564087
5827,2,10.618230313062668
5827,3,10.816924314945936
5827,4,10.862979859113693
5827,5,10.81648975983262
1033,1,11.265666171908379
1033,2,11.268421560525894
1033,3,11.210289008915424
1033,4,11.128865163773298
1033,5,11.016063693910837
4373,1,7.238144717179239
4373,2,7.516369490884244
4373,3,7.576684799045324
4373,4,7.686281794682145
4373,5,7.680129747837782
5874,1,9.147300146520138
5874,2,9.438729647547007
5874,3,10.06075232475996
5874,4,10.301411733031273
5874,5,10.381716839969158
5924,1,11.616539016366005
5924,2,11.825241975486279
5924,3,11.874068103730679
5924,4,11.948208406567574
5924,5,11.918122574687004
3468,1,28.124647587537766
3468,2,26.902617633342743
3468,3,26.305570513010025
3468,4,26.26957219839096
3468,5,26.147678703069687
705,1,11.676339104771614
705,2,11.684839494526386
705,3,11.623136132955551
705,4,11.540708102285862
705,5,11.710486151278019
2599,1,24.160107359290123
2599,2,23.226032122969627
2599,3,22.829436630010605
2599,4,22.860766902565956
2599,5,23.193501189351082
2135,1,12.722839325666428
2135,2,12.619202703237534
2135,3,12.512158267199993
2135,4,12.391927354037762
2135,5,12.468593165278435
2222,1,13.943373717367649
2222,2,13.853477776050568
2222,3,14.32991499453783
2222,4,14.563344299793243
2222,5,14.621613524854183
2897,1,12.075541600584984
2897,2,12.002608574926853
2897,3,11.959265574812889
2897,4,12.457906037569046
2897,5,12.641346924006939
1701,1,7.231255366932601
1701,2,7.638749809935689
1701,3,7.763822348788381
1701,4,7.770830234512687
1701,5,7.7191088534891605
537,1,7.243172743823379
537,2,7.58884397149086
537,3,7.694081298075616
537,4,7.902615610510111
537,5,7.94325234182179
2893,1,7.262195095419884
2893,2,7.668279558420181
2893,3,8.015867233276367
2893,4,8.729732595384121
2893,5,9.087307032197714
6036,1,10.325406264513731
6036,2,10.393816523253918
6036,3,10.905091620981693
6036,4,11.194119051098824
6036,5,11.338786520063877
2163,1,8.270250724628568
2163,2,8.614911820739508
2163,3,8.799935890361667
2163,4,8.830884128808975
2163,5,8.782365128397942
5072,1,9.825817588716745
5072,2,9.914529103785753
5072,3,9.894231613725424
5072,4,9.822372566908598
5072,5,9.730050846934319
4851,1,9.728163857012987
4851,2,9.829907152801752
4851,3,9.825347483158112
4851,4,9.760089438408613
4851,5,9.670639790594578
2046,1,10.18564087152481
2046,2,10.247693847864866
2046,3,10.226608898490667
2046,4,10.154158681631088
2046,5,10.154626064002514
1871,1,16.85590934753418
1871,2,16.57509507238865
1871,3,16.691635817289352
1871,4,17.330722644925117
1871,5,17.5766459107399
2496,1,12.437552452087402
2496,2,12.394084140658379
2496,3,12.324284933507442
2496,4,12.221937365829945
2496,5,12.104630291461945
99,1,8.910488028079271
99,2,9.147184878587723
99,3,9.199561081826687
99,4,9.708397377282381
99,5,9.910306476056576
2008,1,11.522478863596916
2008,2,11.666429363191128
2008,3,11.7778350263834
2008,4,11.766232296824455
2008,5,11.756100572645664
755,1,17.94786673784256
755,2,17.45375645160675
755,3,17.400417253375053
755,4,17.449466466903687
755,5,17.4781144708395
797,1,19.92275182902813
797,2,19.61920739710331
797,3,19.436307042837143
797,4,19.96111796796322
797,5,20.43416467308998
659,1,10.82934495061636
659,2,11.370939582586288
659,3,11.843582220375538
659,4,12.020810097455978
659,5,12.183813489973545
3219,1,10.293950490653515
3219,2,10.361084431409836
3219,3,10.332296453416348
3219,4,10.26770357042551
3219,5,10.170045804232359
423,1,8.275330932810903
423,2,8.474741293117404
423,3,8.72040082886815
423,4,9.35145802423358
423,5,9.600231602787971
3337,1,12.425809167325497
3337,2,12.584310993552208
3337,3,12.655354790389538
3337,4,12.648690938949585
3337,5,12.582946084439754
2745,1,37.66889360547066
2745,2,35.7960539162159
2745,3,35.69091954827309
2745,4,35.459824949502945
2745,5,35.31320250034332
4735,1,8.55903504230082
4735,2,8.748111199587584
4735,3,8.774166721850634
4735,4,8.881721852347255
4735,5,8.962087141349912
544,1,8.003523284569383
544,2,8.3006298430264
544,3,8.894829163327813
544,4,9.311183501034975
544,5,9.478560570627451
714,1,7.728803485631943
714,2,7.97635842487216
714,3,8.172846298664808
714,4,8.205034155398607
714,5,8.152524450793862
2292,1,8.797689404338598
2292,2,8.99972109310329
2292,3,9.257408026605844
2292,4,9.90706904605031
2292,5,10.387646842747927
151,1,8.90114244632423
151,2,9.061322264373302
151,3,9.157176405191422
151,4,9.18190498277545
151,5,9.125238560140133
2723,1,15.363077215850353
2723,2,15.058633536100388
2723,3,14.92164397239685
2723,4,15.092042811214924
2723,5,15.338717937469482
3531,1,13.35164025425911
3531,2,13.738885894417763
3531,3,13.926772475242615
3531,4,13.962549164891243
3531,5,13.951565980911255
2930,1,12.958699122071266
2930,2,12.826803527772427
2930,3,12.760084450244904
2930,4,12.665071777999401
2930,5,12.568059116601944
1207,1,35.018805116415024
1207,2,33.307730078697205
1207,3,32.383189141750336
1207,4,31.89851015806198
1207,5,32.397908598184586
802,1,10.024176120758057
802,2,10.328354492783546
