model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,200,1e-05,,0.0001,300,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,200,1e-05,,0.0005,300,0.5,Adam,"[0.0029, 0.0006]","[0.0025, 0.0005]","[0.0023, 0.0004]","[0.0038, 0.001]","[0.0018, 0.0002]","[0.009, 0.0012]","[0.0018, 0.0003]","[0.0015, 0.0003]","[0.0016, 0.0002]","[0.0026, 0.0006]","[0.0015, 0.0001]","[0.0033, 0.0009]","[0.0054, 0.0012]","[0.0063, 0.0013]","[0.0091, 0.0016]","[0.0041, 0.0011]","[0.0194, 0.0023]"
CDE-VAE,200,1e-05,,0.001,300,0.5,Adam,"[0.0027, 0.0007]","[0.0023, 0.0005]","[0.0021, 0.0004]","[0.0039, 0.001]","[0.0016, 0.0002]","[0.0066, 0.001]","[0.0013, 0.0003]","[0.0015, 0.0003]","[0.0015, 0.0002]","[0.002, 0.0005]","[0.0011, 0.0001]","[0.0024, 0.0007]","[0.0035, 0.0009]","[0.0055, 0.0012]","[0.007, 0.0013]","[0.0024, 0.0008]","[0.013, 0.0018]"
CDE-VAE,200,0.0001,,0.0001,300,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0262, 0.0027]","[0.0327, 0.003]","[0.0081, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,200,0.0001,,0.0005,300,0.5,Adam,"[0.0027, 0.0006]","[0.0024, 0.0005]","[0.0022, 0.0004]","[0.0033, 0.0009]","[0.0022, 0.0003]","[0.012, 0.001]","[0.0019, 0.0004]","[0.0017, 0.0003]","[0.0017, 0.0002]","[0.0025, 0.0006]","[0.003, 0.0002]","[0.0019, 0.0005]","[0.0035, 0.0008]","[0.0051, 0.001]","[0.007, 0.0012]","[0.0022, 0.0006]","[0.0339, 0.0029]"
CDE-VAE,200,0.0001,,0.001,300,0.5,Adam,"[0.0009, 0.0003]","[0.001, 0.0003]","[0.001, 0.0002]","[0.0008, 0.0004]","[0.0011, 0.0002]","[0.0051, 0.0007]","[0.0011, 0.0003]","[0.0013, 0.0002]","[0.0012, 0.0002]","[0.0009, 0.0003]","[0.0011, 0.0001]","[0.0008, 0.0003]","[0.0028, 0.0008]","[0.0049, 0.0011]","[0.0062, 0.0012]","[0.0011, 0.0005]","[0.0139, 0.0018]"
CDE-VAE,200,0.001,,0.0001,300,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.007, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0262, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0678, 0.0042]"
CDE-VAE,200,0.001,,0.0005,300,0.5,Adam,"[0.0074, 0.0009]","[0.0074, 0.0008]","[0.0072, 0.0007]","[0.0073, 0.0012]","[0.0064, 0.0005]","[0.0271, 0.0017]","[0.0077, 0.0008]","[0.0073, 0.0006]","[0.0066, 0.0005]","[0.0075, 0.001]","[0.0055, 0.0003]","[0.007, 0.001]","[0.0184, 0.0022]","[0.0277, 0.0027]","[0.0332, 0.003]","[0.0082, 0.0014]","[0.0681, 0.0042]"
CDE-VAE,200,0.001,,0.001,300,0.5,Adam,"[0.0071, 0.0009]","[0.0072, 0.0008]","[0.0071, 0.0007]","[0.0067, 0.0011]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0075, 0.0007]","[0.0074, 0.0006]","[0.0065, 0.0005]","[0.008, 0.001]","[0.0054, 0.0003]","[0.0061, 0.0009]","[0.0175, 0.0021]","[0.0282, 0.0028]","[0.0327, 0.003]","[0.0094, 0.0015]","[0.0675, 0.0042]"
CDE-VAE,200,0.01,,0.0001,300,0.5,Adam,"[0.0072, 0.0009]","[0.0073, 0.0008]","[0.0071, 0.0007]","[0.0069, 0.0012]","[0.0064, 0.0005]","[0.0267, 0.0016]","[0.0077, 0.0008]","[0.0072, 0.0006]","[0.0065, 0.0005]","[0.0075, 0.001]","[0.0054, 0.0003]","[0.0064, 0.0009]","[0.0185, 0.0022]","[0.0272, 0.0027]","[0.033, 0.003]","[0.0081, 0.0014]","[0.0679, 0.0042]"
